classification_key,year,city,language_first,author_or_editor,elements_books_group,elements_books,natural_dominant_mode,natural_mode_count,primary_classes,mode_practical_public,utility_public_book,method_access_book,claim_method_demonstration_order,claim_accessibility_clarity_pedagogy,claim_utility_practice_application,claim_translation_vernacularization_transfer,claim_augmentation_enrichment_composition,religious_institutional_arena,military_fortification_arena,no_visible_social_arena,rich_claim_text_raw,rich_social_text_raw
Brussels_1689,1689,Brussels,SPANISH,Jacobo Kresa,books_1_6_plus_solids,"1-6, 11-12",institutional-composite,4,Theoretical Mathematics,False,False,False,True,False,False,False,False,False,False,False,"TRADVCIDOS | EXPLICA-DOS | ELEMENTOS GEOMETRICOS DE EVCLIDES | LOS SEIS PRIMEROS LIBROS DE LOS PLANOS; Y LOS ONZENO, Y DOZENO DE LOS SOLIDOS | DE LA COMPAñIA DE JESVS | Cathedratico de Mathematicas en los Estudios Reales del Colegio Imperial de Madrid; y en interin en la Armada Real en Cadiz | ARCHIMEDES | ELEMENTOS GEOMETRICOS DE EVCLIDES, LOS SEIS PRIMEROS LIBROS DE LOS PLANOS; Y LOS ONZENO, Y DOZENO DE LOS SOLIDOS | CON ALGVNOS SELECTOS THEOREMAS DE ARCHIMEDES | ALGVNOS SELECTOS THEOREMAS DE ARCHIMEDES | THEOREMAS DE ARCHIMEDES | EVCLIDES",COMPAñIA DE JESVS | Colegio Imperial de Madrid | Armada Real en Cadiz | DE LA COMPAñIA DE JESVS | Cathedratico de Mathematicas en los Estudios Reales del Colegio Imperial de Madrid; y en interin en la Armada Real en Cadiz | ARCHIMEDES
Brussels_1701,1701,Brussels,SPANISH,Sebastián Fernández de Medrano,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,5,Theoretical Mathematics,True,True,False,True,False,True,False,False,False,True,False,"Amplificado | LOS SEIS PRIMEROS LIBROS, ONZE, Y DOZE, DE LOS ELEMENTOS GEOMETRICOS | Sargento General de Batalla | Director de la Academia Real y Militar de los Payses-Bajos | LOS SEIS PRIMEROS LIBROS, ONZE, Y DOZE, DE LOS ELEMENTOS GEOMETRICOS | Amplificado de nuevas Demonstraciones | FAMOSO PHILOSOPHO EUCLIDES MEGARENSE | EUCLIDES MEGARENSE",Academia Real y Militar de los Payses-Bajos | Sargento General de Batalla | Director de la Academia Real y Militar de los Payses-Bajos | Exmo. Señor Marques de BEDMAR
Cambridge_1703,1703,Cambridge,LATIN,"André Tacquet, William Whiston",books_1_6_plus_solids,"1–6, 11-12",institutional-composite,5,,False,False,False,True,False,False,False,False,True,False,False,accedunt | emendata | illustrata | accommodata | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | in hac nova Editione | Summa cura emendata | A. M. Math-eseωs Professore LUCASIANO apud CANTABRIGIENSES | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | COROLLARIA non pauca illustrandis Elementis accommodata | varios propositionum pluri-marum USUS continentia | XL Schematibus novis æri incisis illustrata | SELECTA EX ARCHIMEDE THEOREMATA | SELECTA EX ARCHIMEDE THEOREMATA,SOC. JESU | CANTABRIGIENSES | A. M. Math-eseωs Professore LUCASIANO apud CANTABRIGIENSES | V. CL. ANDREÆ TACQUET SOC. JESU Sacerdotis | ARCHIMEDE
Florence_1690,1690,Florence,ITALIAN,Vincenzio Viviani,books_1_6_plus_solids,"1–6, 11–12",pedagogical/method,5,Theoretical Mathematics,False,False,False,True,False,False,False,False,False,False,True,"distesa | pubblicata | ELEMENTI PIANI, E SOLIDI D’EVCLIDE | QVINTO LIBRO DEGLI ELEMENTI D’EVCLIDE | OVVERO SCIENZA VNIVERSALE DELLE PROPORZIONI SPIEGATA COLLA DOTTRINA DEL GALILEO | Con nuov’ordine distesa, e pubblicata da Vincenzio Viviani ultimo suo Discepolo | GALILEO | ELEMENTI PIANI, E SOLIDI D’EVCLIDE | QVINTO LIBRO DEGLI ELEMENTI D’EVCLIDE | D’EVCLIDE | DEGLI ELEMENTI D’EVCLIDE",ACCADEMIA DE’ NOBILI | ILLVSTRISSIMI SIG. DELL’ACCADEMIA DE’ NOBILI | GALILEO
Lausanne_1683,1683,Lausanne,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,5,,True,False,True,True,True,False,False,True,False,False,True,EXPLIQVEZ | LES ELEMENS D’EUCLIDE | EXPLIQVEZ D’UNE MANIERE nouvelle & tres facile | AVEC L’VSAGE DE CHAQVE Proposition pour toutes les parties des Mathematiques | P | LES ELEMENS D’EUCLIDE | AVEC L’VSAGE DE CHAQVE Proposition | EUCLIDE,P
London_1680–81,1680/1681,London,ENGLISH,Jonas Moore,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,4,Arithmetic | Astronomy | Cartography | Cosmography | Geography | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,True,True,False,True,False,True,False,False,False,False,False,"CONTAIN-ING | Composed | demonstrated | the first Six Books of Euclid’s ELEMENTS | as also the Eleventh and Twelfth, symbolically demonstrated | Late Surveyor General of His MAJESTY’S Ordnance, and Fellow of the ROYAL SOCIETY | the first Six Books of Euclid’s ELEMENTS | Euclid’s ELEMENTS","Royal Foundation of the Mathematical SCHOOL | ROYAL SOCIETY | Late Surveyor General of His MAJESTY’S Ordnance, and Fellow of the ROYAL SOCIETY"
London_1685a,1685,London,ENGLISH,"Claude-François Milliet Dechales, Reeve Williams",books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,7,,True,False,True,True,True,False,False,True,True,False,False,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Corrected and Augmented | a Jesuite | THE ELEMENTS OF EUCLID | Illustrated with Nine Copper Plates | the Effigies of EVCLID | FRENCH | EUCLID | EVCLID",a Jesuite
London_1696,1696,London,ENGLISH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,7,Theoretical Mathematics,True,True,True,True,True,True,False,False,True,False,False,"Explain’d | Written | made | Cor-rected | THE ELEMENTS OF EUCLID | in a New, but most Easie method | The Second Edition | Now made English, and a multitude of Errors Cor-rected, which had escap’d in the Original | that Excellent Mathematician | of the Society of JESUS | THE ELEMENTS OF EUCLID | The Use of every Proposition through all parts of the Mathematicks | The Use of every Proposition through all parts of the Mathematicks | The Use of every Proposition through all parts of the Mathematicks | French | English | EUCLID",Society of JESUS | that Excellent Mathematician | of the Society of JESUS
London_1703,1703,London,ENGLISH,"Claude-François Milliet Dechales, Reeve Williams",books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,7,,True,False,True,True,True,False,False,True,True,False,False,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Done out of FRENCH | a Jesuite | THE ELEMENTS OF EUCLID | Illustrated with Nine Copper Plates | the Effigies of EVCLID | FRENCH | EUCLID | EVCLID,a Jesuite
London_1789,1789,London,ENGLISH,John Bonnycastle,books_1_6_plus_solids,"1-6, 11-12",practical-pedagogical,5,Theoretical Mathematics,True,True,False,True,False,True,False,True,False,True,False,"CONTAINING | ELEMENTS OF   GEOMETRY | CONTAINING THE PRINCIPAL PROPOSITIONS IN THE FIRST SIX, AND THE ELEVENTH AND TWELFTH BOOKS OF EUCLID | OF THE ROYAL MILITARY ACADEMY, WOOLWICH | ELEMENTS OF   GEOMETRY | WITH NOTES CRITICAL AND EXPLANATORY | EUCLID","THE ROYAL MILITARY ACADEMY, WOOLWICH | OF THE ROYAL MILITARY ACADEMY, WOOLWICH"
Lyon_1660,1660,Lyon,LATIN,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",sparse/canonical,3,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,accommodati | EVCLIDIS ELEMENTORVM Libri octo | Camberiensi Societ. IESV | EVCLIDIS ELEMENTORVM Libri octo | EVCLIDIS,Camberiensi Societ. IESV | Camberiensi Societ. IESV
Lyon_1672,1672,Lyon,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1-6, 11-12",sparse/canonical,3,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,RENDVS | HVICT LIVRES DES ELEMENTS DEVCLIDE | R. P | HVICT LIVRES DES ELEMENTS DEVCLIDE | DEVCLIDE,Compagnie de IESVS | R. P
Lyon_1674,1674,Lyon,LATIN,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,6,Architecture | Arithmetic | Construction | Geography | Mechanics | Practical Geometry | Trigonometry,True,False,False,False,False,True,False,False,True,False,False,COMPLECTENS | PRODIT | EV- CLIDIS LIBROS OCTO | TOMVS PRIMVS | R. P | CAMBERIENSIS | È SOCIETATE IESV | EV- CLIDIS LIBROS OCTO | ARITHMETICAM | Theodosij sphærica | Trigonometriam | Geometriam practicam | Mechanicam | Staticam | Geographiam vniuersalem | Tractatum de Magnete | Architecturam Ciuilem | Artem tignariam | ARITHMETICAM | Theodosij sphærica | Trigonometriam | Geometriam practicam | Mechanicam | Staticam | Geographiam vniuersalem | Tractatum de Magnete | Architecturam Ciuilem | Artem tignariam | EV- CLIDIS,SOCIETATE IESV | R. P | CAMBERIENSIS | È SOCIETATE IESV
Lyon_1675,1675,Lyon,LATIN,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,5,,True,False,False,False,True,False,False,False,True,False,False,"accommodati | ELEMENTORUM EUCLIDIS LIBRI OCTO | TERTIA EDITIO | Cæteris facilior & correctior | Camberiensi, Societ. JESU | ELEMENTORUM EUCLIDIS LIBRI OCTO | EUCLIDIS","Societ. JESU | Camberiensi, Societ. JESU"
Lübeck_and_Frankfurt_1699,1699,"Lübeck, Frankfurt",GERMAN,Anton Ernst Burckhard von Pirckenstein,books_1_6_plus_solids,"1–6, 11–12",humanist/vernacular transfer,3,Practical Geometry,True,False,False,False,False,False,False,False,False,True,False,"eingerichtet | bewiesen | Allen Generalen, Ingeniern, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern | Acht Bücher Von Denen An-fängen Der Meß-Künst | Der Meß-Künst | Acht Bücher Von Denen An-fängen Der Meß-Künst | Teutsch-Redender Euclides | Teutscher | Euclides","Allen Generalen, Ingeniern, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern"
Oxford_1685,1685,Oxford,ENGLISH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,7,,True,True,True,True,True,True,False,False,True,False,False,"Explain’d | Written | done | purg’d | THE ELEMENTS OF EUCLID | Explain’d, in a new, but most easie method, Together with The Use of every Proposition through all parts of the Mathematicks | purg’d from a multitude of Errors, which had escap’d in the Original | Exccellent Math-ematician | of the So-ciety of JESUS | THE ELEMENTS OF EUCLID | The Use of every Proposition through all parts of the Mathematicks | French | English | EUCLID",So-ciety of JESUS | Exccellent Math-ematician | of the So-ciety of JESUS
Oxford_1701,1701,Oxford,LATIN,John Keill,books_1_6_plus_solids,"1-6, 11-12",humanist/vernacular transfer,5,,False,False,False,False,False,False,True,False,False,False,False,"Juventutis Academicæ | EUCLIDIS ELEMENTORUM LIBRI PRIORES SEX, ITEM UNDECIMUS & DUODECIMUS | Ex Versione Latina FEDERICI COMMANDINI | EUCLIDIS ELEMENTORUM LIBRI PRIORES SEX, ITEM UNDECIMUS & DUODECIMUS | Latina | Latina | EUCLIDIS",Juventutis Academicæ
Oxford_London_1700,1700,"Oxford, London",ENGLISH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,7,,True,True,True,True,True,True,False,False,True,False,False,"Explain’d | Written in French | Now made English | Errors Corrected | THE ELEMENTS OF EUCLID | Explain’d, In a New, but most Easie Method: Together with The Use of every Proposition through all parts of the Mathematicks | The Third Edition | Now made English, and a multitude of Errors Corrected, which had escap’d in the Original | that Excellent Mathematician | of the Society of JESUS | THE ELEMENTS OF EUCLID | Together with The Use of every Proposition through all parts of the Mathematicks | French | English | EUCLID",Society of JESUS | that Excellent Mathematician | of the Society of JESUS
Padua_1694,1694,Padua,LATIN,André Tacquet,books_1_6_plus_solids,"1–6, 11–12",institutional-composite,5,Trigonometry,False,False,False,True,False,False,False,True,True,False,False,"ACCEDUNT | INSERTA EST | desumpta | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | QUIBUS ACCEDUNT SELECTA EX ARCHIMEDE THEOREMATA | IN HAC NOVA EDITIONE | SOCIETATIS JESV Sacerdote, & Matheseos Professore | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | Trigonometria plana | Sphærica aliundè desumpta","SOCIETATIS JESV Sacerdote, & Matheseos Professore | ARCHIMEDE"
Paris_1677a,1677,Paris,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",pedagogical/method,3,,False,False,False,True,False,False,False,False,True,False,False,EXPLIQUEZ | LES ELEMENS D’EVCLIDE | Proposition pour toutes les parties des Mathematiques | P | LES ELEMENS D’EVCLIDE | D’EVCLIDE,Compagnie de JESUS | P
Paris_1682,1682,Paris,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,6,,True,True,True,True,True,True,False,True,True,False,False,LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | EUCLIDE,Compagnie de JESUS | de la Compagnie de JESUS
Paris_1683,1683,Paris,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,6,,True,True,True,True,True,True,False,True,True,False,False,EXPLIQUEZ | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | EUCLIDE,Compagnie de JESUS | de la Compagnie de JESUS
Paris_1690,1690,Paris,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,6,,True,True,True,True,True,True,False,True,True,False,False,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE,Compagnie de JESUS | de la Compagnie de JESUS
Paris_1693,1693,Paris,FRENCH,Jacques Ozanam,books_1_6_plus_solids,"1–6, 11–12",institutional/authority,3,Theoretical Mathematics,True,False,False,False,False,False,False,False,False,True,False,"COMPREND | contient | à un homme de Guerre, & à tous ceux qui se veulent perfectionner dans les Mathematiques | les Elemens d’Euclide | Professeur des Mathematiques | les Elemens d’Euclide | Euclide","à un homme de Guerre, & à tous ceux qui se veulent perfectionner dans les Mathematiques | Professeur des Mathematiques"
Paris_1697,1697,Paris,FRENCH,Jacques Ozanam,books_1_6_plus_solids,"1–6, 11–12",institutional/authority,4,,True,False,False,False,False,False,False,False,False,True,False,REVEUE | CORRIGE'E | un homme de Guerre | tous ceux qui se veulent perfectionner dans cette Science | les Elemens d’Euclide | NOUVELLE EDITION REVEUE ET CORRIGE'E | Professeur des Mathematiques | les Elemens d’Euclide | Euclide,un homme de Guerre | tous ceux qui se veulent perfectionner dans cette Science | Professeur des Mathematiques
QX7XH4,1756,Glasgow,ENGLISH,Robert Simson,books_1_6_plus_solids,"1-6, 11-12",pedagogical/method,4,,False,False,False,False,False,False,False,False,False,False,False,"Corrected | Restored | THE ELEMENTS OF EUCLID | THE FIRST SIX BOOKS, TOGETHER WITH THE ELEVENTH AND TWELFTH | In this Edition | M.D | Professor of Mathematics in the University of Glasgow | THEON | THE ELEMENTS OF EUCLID, VIZ. THE FIRST SIX BOOKS, TOGETHER WITH THE ELEVENTH AND TWELFTH | EUCLID | EUCLID's",University of Glasgow | M.D | Professor of Mathematics in the University of Glasgow | THEON
RSEIPO,1731,Florence,ITALIAN,Guido Grandi,books_1_6_plus_solids,"1-6, 11-13",practical-pedagogical,6,Theoretical Mathematics,True,False,False,False,True,False,False,False,False,False,False,"POSTI BREVEMENTE IN VOLGARE | ILLUSTRATI CON VARIE ANNOTAZIONI | STUDIOSA GIOVENTÙ DELLA SUA SCUOLA | ELEMENTI GEOMETRICI PIANI, E SOLIDI DI EUCLIDE | REVERENDISS. PADRE ABATE | CAMALDOLESE | PROFESSORE DI MATTEMATICA | NELL' UNIVERSITA' DI PISA | CARLO ANDREINI | ELEMENTI GEOMETRICI PIANI, E SOLIDI DI EUCLIDE | ILLUSTRATI CON VARIE ANNOTAZIONI | IN VOLGARE | EUCLIDE",STUDIOSA GIOVENTÙ DELLA SUA SCUOLA | UNIVERSITA' DI PISA | SEMINARIO FIORENTINO | REVERENDISS. PADRE ABATE | CAMALDOLESE | PROFESSORE DI MATTEMATICA | NELL' UNIVERSITA' DI PISA | CARLO ANDREINI
The_Hague_1758,1758,The Hague,FRENCH,"A. Kuypers, Johann Samuel König",books_1_6_plus_solids,"1-6, 11-12",pedagogical/method,3,Theoretical Mathematics,False,False,False,True,False,False,False,False,False,False,True,Mis dans un Nouvel ordre | Revus | Jeunesse | LES SIX PREMIERS LIVRES D’EUCLIDE | Mis dans un Nouvel ordre | Revus | Le Professeur KOENIG | ELEMENS DE   GEOMETRIE | D’EUCLIDE,Jeunesse | Le Professeur KOENIG
Uppsala_1741,1741,Uppsala,LATIN,Samuel Klingenstierna,books_1_6_plus_solids,"1-6, 11-12",sparse/canonical,2,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,EUCLIDIS ELEMENTORUM   LIBRI SEX PRIORES | EUCLIDIS ELEMENTORUM   LIBRI SEX PRIORES | EUCLIDIS,
Vienna_1694,1694,Vienna,GERMAN,Anton Ernst Burckhard von Pirckenstein,books_1_6_plus_solids,"1–6, 11–12",humanist/vernacular transfer,3,Practical Geometry | Theoretical Mathematics,True,False,False,False,False,False,False,False,False,True,False,"bewiesen | Allen Generalen, Ingenieren, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern | Acht Bücher Von Denen An-fängen Der Meß-Künst | Auff eine neue und gantz leichte Art | Acht Bücher Von Denen An-fängen Der Meß-Künst | Teutsch-Redender | Teutscher | Euclides","Allen Generalen, Ingenieren, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern"
