bucket,classification_key,year,city,language,wardhaugh_classification,elements_books_group,primary_classes,rich_claim_text_raw,rich_social_text_raw,metadata_elements_title_page_keys
Elements sparse/no visible social,Rome_1594,1594,Rome,"ARABIC, LATIN",ps-TUSI,books_1_13,,تحرير | impressi | EVCLIDIS ELEMENTORVM GEOMETRICORVM Libri Tre-decim | Nunc primum Arabicè impressi | DOCTISSIMI NASIRIDINI TVSINI | EVCLIDIS ELEMENTORVM GEOMETRICORVM | Arabicè | إقليدس | EVCLIDIS,DOCTISSIMI NASIRIDINI TVSINI,Rome_1594
Elements sparse/no visible social,8DP4C1,1613,Bologna,ITALIAN,MISSING,books_1_6,Practical Geometry,ridotti | I primi sei libri de gl’Elementi d’Euclide | I primi sei libri de gl’Elementi d’Euclide | Euclide,,8DP4C1
Elements sparse/no visible social,Lyon_1672,1672,Lyon,FRENCH,CLAVIUS,books_1_6_plus_solids,Theoretical Mathematics,RENDVS | HVICT LIVRES DES ELEMENTS DEVCLIDE | R. P | HVICT LIVRES DES ELEMENTS DEVCLIDE | DEVCLIDE,Compagnie de IESVS | R. P,Lyon_1672
Elements sparse/no visible social,Naples_1679,1679,Naples,LATIN,COMMANDINO,books_1_6,,EUCLIDIS ELEMENTORUM LIBRI SEX | Ex traditione Fed- erici Commandini | EUCLIDIS ELEMENTORUM LIBRI SEX | EUCLIDIS,,Naples_1679
Elements sparse/no visible social,Milan_1702,1702,Milan,ITALIAN,MAGNIENUS/GRACILIS and DASYPODIUS,books_1_6,,TRATTI | I PRIMI SEI LIBRI D’EVCLIDE | I PRIMI SEI LIBRI D’EVCLIDE | IN VOLGARE | EVCLIDE,,Milan_1702
Elements sparse/no visible social,Naples_1702,1702,Naples,LATIN,COMMANDINO,books_1_6,Theoretical Mathematics,EVCLIDIS ELEMENTA | EVCLIDIS ELEMENTA | EVCLIDIS,,Naples_1702
Elements sparse/no visible social,Uppsala_1741,1741,Uppsala,LATIN,MISSING,books_1_6_plus_solids,Theoretical Mathematics,EUCLIDIS ELEMENTORUM   LIBRI SEX PRIORES | EUCLIDIS ELEMENTORUM   LIBRI SEX PRIORES | EUCLIDIS,,Uppsala_1741
Elements sparse/no visible social,Lund_1855,1855,Lund,SWEDISH,MISSING,selected_later_books,Theoretical Mathematics,"Öfversättning | bearbetning | sjunde, åttonde, nionde och tionde böckerna af Euclids Elementer | Euclids Elementer | Euclids",,Lund_1855
Elements sparse/no visible social,TTORPR,1528,Vienna,LATIN,MISSING,unknown_books,,"decerp- tum | Continet | ad omnium Mathemati- ces candidatorum | ELEMENTA- LE GEOMETRICVM, EX EV- clidis Geometria | Haylpronnẽsi Colle- ga ciuilis collegij Viennẽsis | ELEMENTA- LE GEOMETRICVM, EX EV- clidis Geometria | EV- clidis",ad omnium Mathemati- ces candidatorum | collegij Viennẽsis | Haylpronnẽsi Colle- ga ciuilis collegij Viennẽsis,TTORPR
Elements sparse/no visible social,FA6MQ0,1551,London,ENGLISH,MISSING,unknown_books,Instrument Use | Practical Geometry,"CONTAINING | for all sortes of men | THE FIRST PRINciples of Geometrie | as they may moste aptly be applied vnto practise, bothe for vse of instrumentes Geometricall, and astronomicall and also for proiection of plattes in euerye kinde, and therfore much necessary",for all sortes of men,FA6MQ0
Elements sparse/no visible social,Halle_1758,1773,Halle,GERMAN,MISSING,books_1_6,Theoretical Mathematics,übersetzt | aus dem Griechischen übersetzt | zum Gebrauch der Schulen | die sechs ersten Bücher der Elemente | nebst dem eilften und zwölften | Euklids Geometrie | nach der dritten Ausgabe sämmtlicher sechs Bücher der Elemente | die sechs ersten Bücher der Elemente | nebst dem eilften und zwölften Buche | aus dem Griechischen | Euklid’s | Euklids,zum Gebrauch der Schulen,56DVN2 | Halle_1758
Non-Elements with title-page Euclid/Elements signal,35H84Y,1642,Bologna,LATIN,,,Mechanics,"traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLIDES APPLICATVS | E SOC. IESV, olim in publico Parmensi Gymnasio Philosophiæ Mathematicæ, & Philosophiæ Moralis Lectore | EVCLIDES APPLICATVS | noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum numerosa | speciosa varietate ornatum | gemino copiosissimo Indice | EVCLIDES APPLICATVS | EVCLIDES APPLICATVS | EVCLIDES | Euclideorum","Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio | E SOC. IESV, olim in publico Parmensi Gymnasio Philosophiæ Mathematicæ, & Philosophiæ Moralis Lectore | MATTHIAE GALASSO SAC. ROM. IMPERII COMITI, &c",
Non-Elements with title-page Euclid/Elements signal,bib-190,1701,London,ENGLISH,,,Arithmetic | Commercial Mathematics,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Simple and Comparative  Elements in all the Parts of ARITHMETICK, are plainly Declared,  and fully Handled | Merchant | Excellent RULES of PRACTICE | Many Large and Exact TABLES of all Sorts of Coins, Weights,  Measures, &c. Ancient and Modern, in most Countries, reduced to our own | divers Etymologies, Symbols, Characters,  and Abbreviations for Artificial Terms, Words, Names,  and Denominations | Illustrated by sundry Tables, Diagrams, and very  many Examples","Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Merchant",
Non-Elements with title-page Euclid/Elements signal,ustc-8,1605,Paris,FRENCH,,,Practical Geometry,"COMPOSEE | augmenté | tiré | contenus | COMPOSEE | augmenté | L’Art de mesurer toutes superficies Rectilignes | Elemens d'Euclide | des Elemens d’Euclide | COMPOSEE | augmenté par iceluy de quelques Annotations | augmenté par iceluy de quelques Annotations | NOBLE PHILOSOPHE | Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ès Mathematiques | NOBLE PHILOSOPHE | iadis Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy és Mathematiques | M. Iean Pierre de Mesmes | M. Iean des Mersliers d’Amiens | Elemens d’Euclide | Elemens d'Euclide | quelques Annotations | Tables des chapitres | augmenté par iceluy de quelques Annotations | Avec Tables des chapitres contenus es faits liures | Vn Traicté des mesures Geometriques, des hauteurs accessibles, ou inaccessibles: & de toutes choses pleines ou profondes, selon leur longueur, largeur, & profondeur, par M. Iean Pierre de Mesmes, tres-excellent Mathematicien, augmenté par iceluy de quelques Annotations | Vn Traicté des mesures Geometriques, des hauteurs accessibles, ou inaccessibles. Co de toutes choses plienes ou profondes, selon leur longueur, largeur, & profondeur | PLUS L'Art de mesurer toutes superficies Rectilignes tiré des Elemens d'Euclide | Traicté des mesures Geometriques | Vn Traicté des mesures Geometriques, des hauteurs accessibles, ou inaccessibles | L'Art de mesurer toutes superficies Rectilignes | Elemens d’Euclide | Elemens d'Euclide",NOBLE PHILOSOPHE | Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ès Mathematiques | NOBLE PHILOSOPHE | iadis Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy és Mathematiques | M. Iean Pierre de Mesmes | M. Iean des Mersliers d’Amiens,
Non-Elements with title-page Euclid/Elements signal,ustc-54,1608,Paris,FRENCH,,,Practical Geometry,"COMPOSEE | augmenté | tiré | Elemens d’Euclide | L’Art de mesurer toutes superficies Rectilignes | COMPOSEE | augmenté | NOBLE PHILOSOPHE | Chanoin de Noyon | tres-excellent Mathematicien | iadis Chanoin de Noyon | Lecteur & Profeſſeur du Roy ès Mathematiques | Elemens d’Euclide | de quelques Annotations | Tables des chapitres | Vn Traité des mesures Geometriques, des hanteurs accesſibles, ou inaccesſibles : & de toutes choſes pleines ou proſondes, ſelon leur longueur, largeur, & profondeur ; par M. Iean Pierre de Memes, tres-excellent Mathematicien, augmenté par ice- luy de quelques Annotations | Traité des mesures Geometriques | Elemens d’Euclide",NOBLE PHILOSOPHE | Chanoin de Noyon | tres-excellent Mathematicien | iadis Chanoin de Noyon | Lecteur & Profeſſeur du Roy ès Mathematiques,
Non-Elements with title-page Euclid/Elements signal,Turin_1671,1671,Turin,LATIN,,,Theoretical Mathematics,"ADAVCTVS | EVCLIDES ADAVCTVS ET METHODICVS MATHEMATICAE UNIVERSALIS | Quae ne dum propositionum dependentiam, sed & rerum ordinem observat. Et complectitur ea omnia, quae de quantitate tum discreta, tum continua abstracta speculari queunt. Rescissis superfluis demonstrationibus, & requisitis omnibus profusè coadunatis | ADAVCTVS ET METHODICVS | MVTINENSI C. R. THÉATINO | Philosofo, Theologo & eiusdem R. C. Mathematico | EVCLIDES | Singuli quoque Tractatus novis propositionibus aucti sunt | aliqui etiam ex integro adornati | Omnesque tum figuris, tum verbis clare, dulciloquèque propositi | EVCLIDES","MVTINENSI C. R. THÉATINO | Philosofo, Theologo & eiusdem R. C. Mathematico | CAROLO EMANVELI II. SABAVDIAE DVCI PEDEMONTIVM PRINCIPI REGI CYPRI, &c",
Non-Elements with title-page Euclid/Elements signal,bib-169,1552,Paris,FRENCH,,,Astronomy | Cosmography | Geography,"composée | divisée | comprenant | touchant | L’SPHERE DU MON- DE | PROPREMENT DITTE COS- mographie, composée nouvellement en françois, & divisée en cinq livres, comprenant la première partie de l’astronomie, & les principes universels de la géographie & hydrographie | NATIF DU Daulphiné | lecteur Mathematicien du tres-chrestien Roy de France en l’université de Paris | Avec une épistre, touchant la dignité, perfection & utilité des sciences mathematiques | en françois",l’université de Paris | NATIF DU Daulphiné | lecteur Mathematicien du tres-chrestien Roy de France en l’université de Paris,
Non-Elements with title-page Euclid/Elements signal,Bologna_1629a,1629,Bologna,LATIN,,,,"repraesentans | enodans | Illustrissimos, & Sapientissimos SENATVS BONONIENSIS Quinquaginta Viros | SPECVLVM EVCLIDIANVM | Totam Euclidis Planimetriam, Quæ absoluta dicitur; & Extranea nonnulla, Geometrica tamen, internotata unico in Schemaste lineariter repraesentans, Omniaque propriis, firmisque Demonstrationibus clarè, atq; particulatim enodans | Philosophiæ & Medicinæ Doctore Collegiatò Bonon. & publico Patriæ Archigymnasij Professore | SPECVLVM EVCLIDIANVM | EVCLIDIANVM | Euclidis","Illustrissimos, & Sapientissimos SENATVS BONONIENSIS Quinquaginta Viros | Collegiatò Bonon | Patriæ Archigymnasij | SENATVS BONONIENSIS | Philosophiæ & Medicinæ Doctore Collegiatò Bonon. & publico Patriæ Archigymnasij Professore | SENATVS BONONIENSIS Quinquaginta Viros",
Non-Elements with title-page Euclid/Elements signal,YPQYIR,1565,Paris,FRENCH,,,Mechanics,TRADVICT | COMMEN-  té | traduit | com- menté | intitu- lé | Liure d'Euclide | du leger & du pesant | lecteur ordinaire du Roy es Mathematiques en l'V-  niuerfité de Paris | Liure d'Euclide | Liure d'Euclide intitu-  lé du leger & du pesant traduit & com-  menté par le mesme Forcadel | Liure d'Euclide | Euclide,l'V-  niuerfité de Paris | lecteur ordinaire du Roy es Mathematiques en l'V-  niuerfité de Paris,
Non-Elements with title-page Euclid/Elements signal,bib-218,1634,London,ENGLISH,,,Arithmetic,"making | THE PRINCIPLES of Arithmetick | WITH Helpfull Observations, making the Entrance easie, and the Practice pleasant | WITH Helpfull Observations | With new and notable Abridgements | with extraordinarie Helps | some excellent Observations | TEACHING The five ordinary parts of ARITHME- TICK, the usuall way | Rules of PRACTICE, with extraordinarie Helps | The doctrine of FRACTIONS, The foure Rules of ARITHMETICK | Recreations extraordinary; or the easie perfor- mance of (seeming) Impossibilities | The five ordinary parts of ARITHME- TICK | Rules of PRACTICE | The doctrine of FRACTIONS | Recreations extraordinary",,
Non-Elements with title-page Euclid/Elements signal,Valencia_1673,1673,Valencia,LATIN,,,Theoretical Mathematics,"ILLVSTRATVS | EVCLIDES | NOVO-ANTIQUVS SINGVLARI METHOD O, ILLVSTRATVS | SECVNDA EDITIO | R. P | E SOCIETATE IESV | EVCLIDES | ILLVSTRATVS | EVCLIDES",Suprema Hispaniarum Inquisitione | Collegijs Balearico | Barcinonensi | Valentino Scholasticæ Theologiæ | Matritensi Academiæ Imperialis | R. P | E SOCIETATE IESV | D. DIDACVM DE LA TORRE,
Non-Elements with title-page Euclid/Elements signal,bib-145,1678,Madrid,SPANISH,,,Practical Geometry | Theoretical Mathematics,"EVCLIDES NVEVO-ANTIGVO | GEOMETRIA ESPECVLATIVA, Y PRACTICA DE LOS PLANOS, Y SOLIDOS | de la Compañía de Iesvs, Calificador de la Su- prema Inquisicion, Cathedratico de Theologia Escolástica en los Colegios de Mallorca, Barce- lona, y Valencia; y de Mathematica en el Impe- rial de Madrid: de la Real Junta de Minas, y Maestro de Mathematicas de su Mag. Carlos II | EVCLIDES NVEVO-ANTIGVO | EVCLIDES","de la Compañía de Iesvs | los Colegios de Mallorca, Barce- lona, y Valencia | el Imperial de Madrid | de la Real Junta de Minas | de la Compañía de Iesvs, Calificador de la Su- prema Inquisicion, Cathedratico de Theologia Escolástica en los Colegios de Mallorca, Barce- lona, y Valencia; y de Mathematica en el Impe- rial de Madrid: de la Real Junta de Minas, y Maestro de Mathematicas de su Mag. Carlos II | AL EXCmo. SEÑOR D. GREGORIO de Silva, &c. Principe de Melito, Duque del Infantado, y Pastrana, &c",
Non-Elements with title-page Euclid/Elements signal,bib-143,1690,Rome,LATIN,,,,"additis | Rerum omnium ad universam planè Mathesim quocunque modo, directè, vel indirectè spectantium | Tyronum | Continens Terminum, praesertim exoticorum, dilucidationem, Nominis rationem, atque Etymologiam, Principia, Praecepta communia, Axiomata, &c. ac brevem, & exactam Doctrinae traditionem | additis, ubi opus est, schematibus","Rerum omnium ad universam planè Mathesim quocunque modo, directè, vel indirectè spectantium | Tyronum",
Non-Elements with title-page Euclid/Elements signal,bib-216,1694,London,ENGLISH,,,,"added | Children and Youth | Men of all Degrees, and Qualities | School-master at St. Georges Church in Southwark | An Appendix containing the Principles of Arith- metick; with an Account of Coins, Weights, Measure, Time, &c | THE ENGLISH","Children and Youth | Men of all Degrees, and Qualities | St. Georges Church in Southwark | Universities | City of London | School-master at St. Georges Church in Southwark",
Non-Elements with title-page Euclid/Elements signal,bib-235,1702,London,ENGLISH,,,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,"The Elements of Plain Trigonometry | and it’s Application to Plain, Mercator’s and Middle-Latitude Sailing | The Elements of Plain Trigonometry | New Tables of the Sun’s Declination | the most Useful and Necessary Problems in Astronomy | The Method of finding the Variation of the Compass, Working an Observation, the Reason and Use of the Log-Line, Allowances for Lee-way: With New Tables of the Sun’s Declination, &c | Problems in Astronomy | The Method of finding the Variation of the Compass",,
Non-Elements with title-page Euclid/Elements signal,bib-9,1544,Strasbourg,LATIN,,,Practical Geometry,"emissus | LIBER DE GEOMETRIA PRACTICA | SIVE DE practicis longitudinum, planorum & so- lidorum: hoc est, linearum, superficio- rum, & corporum mensonibus; aliisqꝫ mechanicis, ex demonstratis EVCLIDIS elementis corollarius | NUNC PRIMVM APVD GERMA- nos in lucem emissus | LUTETIAE LIBERALIVM disciplinarum Professoris regij | EVCLIDIS elementis | ex demonstratis EVCLIDIS elementis corollarius | EVCLIDIS",LUTETIAE LIBERALIVM disciplinarum Professoris regij,
Non-Elements with title-page Euclid/Elements signal,bib-76,1598,Venice,LATIN,,,Cosmography,"DISTRIBVTA | recognita | aucta | COSMOGRAPHIA | IN QUATVOR LIBROS DISTRIBVTA,  SVMMO ORDINE, MIRAQ. FACILITATE, ac brevitate ad Magnam Ptolemaei Mathematicam Constructionem, ad universamque Astrologiam instituens | nuper in hac secunda editione ab ipso Authore | IACOBI FILIO, PATRITIO VENETO | Ioannis de Sacrobosco | aucta | Communia Mathematica | Arithmetica | Geometrica principia | Index eorum | Communia Mathematica | Arithmetica | Geometrica principia | Index","IACOBI FILIO, PATRITIO VENETO | Ioannis de Sacrobosco",
Non-Elements with title-page Euclid/Elements signal,bib-20,1599,Rome,ITALIAN,,,Practical Geometry,"TRATTA | descritta | Dichiarata | ad un buon Geometra | à Misuratori di terreni, di fabriche, et altri simili | à Geografi, Cosmografi, Architetti Civili, et Militari | à Bombardieri, Soldati privati, Capitani, Maestri di Campo | à qual si Voglia altra persona Virtuosa | Elementi d’Euclide | Mathematico eccellentissimo | Mathematico | Elementi d’Euclide | 150. Tavole di Rame | Euclide","ad un buon Geometra | à Misuratori di terreni, di fabriche, et altri simili | à Geografi, Cosmografi, Architetti Civili, et Militari | à Bombardieri, Soldati privati, Capitani, Maestri di Campo | à qual si Voglia altra persona Virtuosa | Mathematico eccellentissimo | Mathematico",
Non-Elements with title-page Euclid/Elements signal,MorisS-16-7,1623,Paris,FRENCH,,,Theoretical Mathematics,les traducteurs & interpretes | dixiesme Liure d’Euclide | Mathematicien | Elements Geometriques d’Euclide | la response Apologetique | d’Euclide,les traducteurs & interpretes | Mathematicien,
Non-Elements with title-page Euclid/Elements signal,bib-124,1624,Rome,ITALIAN,,,Practical Geometry,"Cauata da | Matematici | Architetti | Geografi | Cosmografi | Bombardieri | Ingegneri | Soldati | tutti gli studiosi d’essi | gli elementi d’Euclide | In cinquanta Tavole, scolpite in Rame, dalle quali con facilità possono apprendere tutte le cose, che al buon Geometra s’appartengono | Matematico | gli elementi d’Euclide | In cinquanta Tavole, scolpite in Rame | Euclide",Matematici | Architetti | Geografi | Cosmografi | Bombardieri | Ingegneri | Soldati | tutti gli studiosi d’essi | Matematico | SIG. PAOLO SAVELLO,
Non-Elements with title-page Euclid/Elements signal,Paris_1626,1626,Paris,FRENCH,,,Military Engineering | Theoretical Mathematics,"Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie | Ensemble les Definitions, Theoremes & Maximes | d’Euclides, d’Archimedes, de Proclus, de Sacrobosco, & d’Aristote | d’Euclides | PARADOXES DE MEYNIER, CONTRE LES MATHEMATICIENS qui abusent la Ieunesse | VN ABREGE' DES Reigles de la Geometrie, & des prin- cipalles Maximes & reigles des Arts, de fortifier & assaillir les places | PARADOXES DE MEYNIER, CONTRE LES MATHEMATICIENS | ABREGE' DES Reigles de la Geometrie | d’Euclides","Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie",
Non-Elements with title-page Euclid/Elements signal,bib-126,1667,Rome,ITALIAN,,,Practical Geometry,"Cauata | espositione | Ridotta | à Misuratori, ad Architetti, à Geografi, à Cosmografi, à Bombardieri, à Ingegneri, à Soldati, & à Capitani d’Eserciti | gl’elementi d’Euclide | Matematico | gl’elementi d’Euclide | cinquanta Tavole, scolpite in Rame | Euclide","à Misuratori, ad Architetti, à Geografi, à Cosmografi, à Bombardieri, à Ingegneri, à Soldati, & à Capitani d’Eserciti | Matematico | ALL’EMINENTISS. E REVERENDISS. SIG IL SIG CARDINALE IACOMO NINI",
Non-Elements with title-page Euclid/Elements signal,Florence_1674,1674,Florence,ITALIAN,,,Theoretical Mathematics,"difesa | pubblicata | spiegata | QVINTO LIBRO DEGLI ELEMENTI D’EVCLIDE | SCIENZA VNIVERSALE DELLE PROPORZIONI SPIEGATA COLLA DOTTRINA DEL GALILEO | Con nuovo ordine difesa, e per la prima volta pubblicata | ultimo suo Discepolo | GALILEO | TORRICELLI | QVINTO LIBRO DEGLI ELEMENTI D’EVCLIDE | cose varie | I Ragguali | del TORRICELLI | I Ragguali | Aggiuntivi cose varie, e del GALILEO, e del TORRICELLI; I Ragguali dell’ultime Opere loro, con altro, che dall’Indice si manifesta | TORRICELLI | I Ragguali | GALILEO | D’EVCLIDE",ultimo suo Discepolo | PRINCIPE CARDINALE DE’ MEDICI | GALILEO | TORRICELLI,
Non-Elements with title-page Euclid/Elements signal,bib-125,1691,Rome,ITALIAN,,,Practical Geometry,Cauata da | Ridotta | à Misuratori | ad Architetti | à Geografi | à Cosmografi | à Bombardieri | à Ingegneri | à Soldati | à Capitani d’Eserciti | gl’elementi d’Euclide | Ridotta in cinquanta Tavole | Matematico | gl’elementi d’Euclide | l’espositione | cinquanta Tavole | Euclide,à Misuratori | ad Architetti | à Geografi | à Cosmografi | à Bombardieri | à Ingegneri | à Soldati | à Capitani d’Eserciti | Matematico | IL SIG CARDINALE IACOMO NINI,
Non-Elements with title-page Euclid/Elements signal,London_1695,1695,London,ENGLISH,,,Theoretical Mathematics,"Epitomiz’d | BEING | demonſtrated | Firſt, Third, Fourth, Fifth and Sixth Books of EUCLID | A Compendious Collection of the moſt uſeful Propoſitions in the Firſt, Third, Fourth, Fifth and Sixth Books of EUCLID | Firſt, Third, Fourth, Fifth and Sixth Books of EUCLID | Together With their Uſes, in ſeveral practical Parts of the Mathematicks | With ſome of the moſt uſeful Problems re­quired in Practice | Euclid’s ſecond Book and Doctrine of Pro­ portion | Euclid’s ſecond Book | EUCLID | Euclid’s ſecond Book",,
Non-Elements with title-page Euclid/Elements signal,London_1700,1700,London,ENGLISH,,,Construction | Practical Geometry | Surveying,"Subjoin’d | First, Third, Fifth, Sixth, Eleventh, and Twelfth Books of EUCLID | EUCLID’s Second Book and Doctrine of Proportion | with their Application to several of the most useful parts of the Mathematicks | Teacher of the MATHEMATICKS | First, Third, Fifth, Sixth, Eleventh, and Twelfth Books of EUCLID | EUCLID’s Second Book | A Treatise of Measuring Superficies and Solids; Vulgarily Decimally and Practically, with the Customs used by Artificers in Measuring their several Works: Likewise, Directions for Measuring Board and Timber; Making Vessels of any Bigness; Taking the Plan of any Court, Yard, Garden, &c. Also, The cutting the Five Regular Bodies | Treatise of Measuring Superficies and Solids | EUCLID | EUCLID’s",Teacher of the MATHEMATICKS,
Non-Elements with title-page Euclid/Elements signal,Basel_1546b,1546,Basel,LATIN,,,Theoretical Mathematics,donata | adiecta sunt | Euclidis Megarensis mathematici clarissimi Elementorum geometricorum libri XV | Cum expositione Theonis in priores XIII à Bartholomaeo Veneto | Latinitate donata | Veneto | Theonis | Hypsiclis Alexandrini | Marini | Levi | Elementorum geometricorum libri XV | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Megarensis mathematici clarissimi | Latinitate | Euclidis,Veneto | Theonis | Hypsiclis Alexandrini | Marini | Levi,
Non-Elements with title-page Euclid/Elements signal,bib-276,1560,Padua,LATIN,,,Practical Geometry | Theoretical Mathematics,"expurgati | aucti | donati | editi | PRIMUM EUCLIDIS Elementorum librum | COMMENTARIORUM AD UNIVERSAM MATHEMATICAM DISCIPLINAM PRINCIPIUM ERUDITIONIS TRADENTIUM | summa opera, cura, ac diligentia cunctis mendis expurgati: Scholiis, & Figuris, quæ in græco codice omnes desiderabantur, aucti: Primùm iam in Romanâ linguae venustate donati, & nunc recens editi | PROCLI DIADOCHI LYCII | PRIMUM EUCLIDIS Elementorum librum | Scholiis, & Figuris | Catalogo Deorum, & Virorum Illustrium, atque Auctorum | Catalogo Deorum | græco codice | Romanâ linguae | EUCLIDIS",PROCLI DIADOCHI LYCII,
Non-Elements with title-page Euclid/Elements signal,5V691B,1583,Basel,LATIN,,,,illustratur | demonstratur | in Euclidis & Rami ἐννέαϐι- ϐλια | in quibus Logica veterum Mathematicorum illustratur & demonstratur | in Euclidis & Rami ἐννέαϐι- ϐλια | Euclidis,,
Non-Elements with title-page Euclid/Elements signal,bib-186,1585,Leiden,FRENCH,,,Arithmetic,traduits | Dixiesme Livre d’Euclide | Diophante d’Alexandrie | Dixiesme Livre d’Euclide | Les Tables d’Interest | La Dîme | un traité des Incommensurables grandeurs | l’Explication du Dixiesme Livre d’Euclide | les quatre premiers liures d’Algebre de Diophante d’Alexandrie | un liure particulier de la Practique d’Arithmetique | les quatre premiers liures d’Algebre de Diophante d’Alexandrie | un liure particulier de la Practique d’Arithmetique | en François | Dixiesme Livre d’Euclide,Diophante d’Alexandrie,
Non-Elements with title-page Euclid/Elements signal,Leiden_1615,1615,Leiden,LATIN,,,Arithmetic | Trigonometry,"translatae | FUNDAMENTA ARITHMETICA ET GEOMETRICA | cum communi usu In variis problematis, Geometricis, partim solo linearum ductu, partim per numeros irrationales, & tabulas sinuum, & Algebram solutis | vernaculo | in Latinum",,
