mode,classification_key,year,city,language,primary_classes,short_title,rich_claim_text_raw
translation_vernacularization_transfer,Basel_1570,1570,Basel,"DUTCH, LATIN",Arithmetic | Music Theory | Theoretical Mathematics,,"recognita | emendatiss | prodeunt | ACCESSERVNT | restituit | illustrauit | descripsit | ANITII MANLII SEVERINI BOETHI, PHILOSOPHORVM ET THEOLOGORVM PRINCIPIS OPERA omnia | præter uniuersæ philosophiæ exactissimam doctrinam, pluri-morum in diuinis mysteriorum…"
translation_vernacularization_transfer,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,,"extracted | compil’d | added | Invented | written | Mathematicall RECREATIONS | A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astro…"
translation_vernacularization_transfer,Paris_1610,1610,Paris,FRENCH,Theoretical Mathematics,Les éléments de la géométrie d’Euclide Mégarien,"Traduits | restitués | adioustez | TRADVITS | RESTITVEZ | Reueuë | augmentée | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES | ancienne breueté, selon l’ordre de Theon | SECONDE EDITION | Docteur és Droic…"
translation_vernacularization_transfer,bib-191,1649,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | ARITHMETICK | The first of Vulgar Arithmetick with easie Rules to worke all the first four parts of Arithmetick, in whole Numbers and Fractions | The second of Decimall Arithmetick, whereby all Fractionall Operations are wrought in whole Number, in Me…"
translation_vernacularization_transfer,Paris_1640,1640,Paris,FRENCH,Theoretical Mathematics,,"illustré | reduit | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires, & reduit à 62. Propositions | STEVIN | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus…"
translation_vernacularization_transfer,Paris_1573,1573,Paris,LATIN,,,"EVCLIDIS ELEMENTORVM  LIBRI XV | Quibus, cùm ad omnem Mathematicae scientiæ partem, tùm ad quamlibet Geometriæ tractatio- nem, facilis comparatur aditus | GRAE- cè & Latinè | EVCLIDIS ELEMENTORVM  LIBRI XV | Ἐπίγραμμα παλαιόν | Σχήματα πέντε Πλάτωνος, ὁ Πυθαγ…"
translation_vernacularization_transfer,Lyon_1645,1645,Lyon,FRENCH,Theoretical Mathematics,,"Traduits | augmentez | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions | Professeur és Mathematiques | LES Q…"
translation_vernacularization_transfer,Paris_1622,1622,Paris,"FRENCH, LATIN",,,"Traduicts | augmentez | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Traduicts de Grec en François, et augmentez de plusieurs figures et demonstrations, auec la correction des erreurs commises es autres traductions | Professeur es Mathematiques | Q…"
ancient_authority_restoration,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
ancient_authority_restoration,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
ancient_authority_restoration,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
ancient_authority_restoration,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
ancient_authority_restoration,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
ancient_authority_restoration,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
ancient_authority_restoration,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
ancient_authority_restoration,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
ancient_authority_restoration,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
ancient_authority_restoration,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
ancient_authority_restoration,Amsterdam_1700,1700,Amsterdam,FRENCH,Theoretical Mathematics,,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE
ancient_authority_restoration,Paris_1690,1690,Paris,FRENCH,,,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE
novelty_modernity_invention,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
novelty_modernity_invention,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
novelty_modernity_invention,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
novelty_modernity_invention,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
novelty_modernity_invention,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
novelty_modernity_invention,bib-284,1687,London,ENGLISH,Arithmetic,,"Added | intermixed | Corrected | Contracted | made | Arithmetick | The perfect Work and Practice of ARITHMETICK both in Whole Numbers & Fractions | Newly Corrected and Contracted, and made more plain and easie | Many RULES and TABLES of Interest, Rebate, and …"
novelty_modernity_invention,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
novelty_modernity_invention,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
novelty_modernity_invention,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
novelty_modernity_invention,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
novelty_modernity_invention,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,,"extracted | compil’d | added | Invented | written | Mathematicall RECREATIONS | A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astro…"
novelty_modernity_invention,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De zes eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten D…
visual_material_aids,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
visual_material_aids,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
visual_material_aids,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
visual_material_aids,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE FRANÇOISE | MEMOIRES MATHEMATIQVES | De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometrique…"
visual_material_aids,bib-284,1687,London,ENGLISH,Arithmetic,,"Added | intermixed | Corrected | Contracted | made | Arithmetick | The perfect Work and Practice of ARITHMETICK both in Whole Numbers & Fractions | Newly Corrected and Contracted, and made more plain and easie | Many RULES and TABLES of Interest, Rebate, and …"
visual_material_aids,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
visual_material_aids,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
visual_material_aids,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
visual_material_aids,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
visual_material_aids,Basel_1570,1570,Basel,"DUTCH, LATIN",Arithmetic | Music Theory | Theoretical Mathematics,,"recognita | emendatiss | prodeunt | ACCESSERVNT | restituit | illustrauit | descripsit | ANITII MANLII SEVERINI BOETHI, PHILOSOPHORVM ET THEOLOGORVM PRINCIPIS OPERA omnia | præter uniuersæ philosophiæ exactissimam doctrinam, pluri-morum in diuinis mysteriorum…"
visual_material_aids,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De zes eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten D…
visual_material_aids,Amsterdam_1700b,1700,Amsterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleyt | oversien | verbetert | vermeerdert | by-gevoegde | van alle leer-gierige Liefhebbers der selver vrye Konste | De zes eerste Boecken EUCLIDIS | Van de beginselen ende fon-damenten der Geometrie | Desen laetst…
completeness_totality_system,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
completeness_totality_system,bib-284,1687,London,ENGLISH,Arithmetic,,"Added | intermixed | Corrected | Contracted | made | Arithmetick | The perfect Work and Practice of ARITHMETICK both in Whole Numbers & Fractions | Newly Corrected and Contracted, and made more plain and easie | Many RULES and TABLES of Interest, Rebate, and …"
completeness_totality_system,Amsterdam_1700,1700,Amsterdam,FRENCH,Theoretical Mathematics,,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE
completeness_totality_system,Paris_1690,1690,Paris,FRENCH,,,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE
completeness_totality_system,Basel_1570,1570,Basel,"DUTCH, LATIN",Arithmetic | Music Theory | Theoretical Mathematics,,"recognita | emendatiss | prodeunt | ACCESSERVNT | restituit | illustrauit | descripsit | ANITII MANLII SEVERINI BOETHI, PHILOSOPHORVM ET THEOLOGORVM PRINCIPIS OPERA omnia | præter uniuersæ philosophiæ exactissimam doctrinam, pluri-morum in diuinis mysteriorum…"
completeness_totality_system,YB32U5,1604,Leiden,FRENCH,Perspective,"Perspective c'est a dire, le tresrenommé art du poinct oculaire","Inuenté | pour tous Peintres, Tailleurs en Cuivre, Imaginaires, Orfevres, Architectes, Ingenieurs, Tailleurs de Pierre, Menuisiers, Charpentiers, & tous Amateurs des arts | PERSPECTIVE | C'est a dire, le tresrenommé art du poinct oculaire d'vne veuë dedans où…"
completeness_totality_system,bib-191,1649,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | ARITHMETICK | The first of Vulgar Arithmetick with easie Rules to worke all the first four parts of Arithmetick, in whole Numbers and Fractions | The second of Decimall Arithmetick, whereby all Fractionall Operations are wrought in whole Number, in Me…"
completeness_totality_system,Turin_1671,1671,Turin,LATIN,Theoretical Mathematics,,"ADAVCTVS | EVCLIDES ADAVCTVS ET METHODICVS MATHEMATICAE UNIVERSALIS | Quae ne dum propositionum dependentiam, sed & rerum ordinem observat. Et complectitur ea omnia, quae de quantitate tum discreta, tum continua abstracta speculari queunt. Rescissis superflui…"
completeness_totality_system,Frankfurt_1654,1654,Frankfurt,LATIN,Theoretical Mathematics,"Euclidis Posteriores Libri IX Accessit liber XVI. De Solidorum Regularium cuiuslibet intra quodlibet comparatione, Omnes Perspicuis Demonstrationibus, accuratisque scholiis illustrati Auctore Christophoro Clavio Bambergensi e Societate Jesu: nunc quarto editi, ac multarum rerum accessione post primam editionem locupletati","Accessit | editi | locupletati | illustrati | EUCLIDIS ELEMENTORUM LIBRI XV | EUCLIDIS POSTERIORES LIBRI IX | OMNES PERSPICVIS DEMONSTRATIONIbus accuratisque scholiis illustrati | OMNES PERSPICUIS DEMONSTRAtionibus, accuratisque scholiis illustrati | nunc qua…"
completeness_totality_system,Livorno_1709,1709,Livorno,LATIN,Theoretical Mathematics,Euclides reformatus,"REFORMATUS | exponuntur | demonstrantur | EUCLIDES REFORMATUS, SIVE PLANA, ET SOLIDA GEOMETRIÆ ELEM ENTA OPUS | In quo tum alia pleraque, cum præcipuè Rationis, & Proportionis Natura, & proprietates Nova Methodo Clarius, quam antea ab aliis, atque facilius ex…"
completeness_totality_system,Paris_1573,1573,Paris,LATIN,,,"EVCLIDIS ELEMENTORVM  LIBRI XV | Quibus, cùm ad omnem Mathematicae scientiæ partem, tùm ad quamlibet Geometriæ tractatio- nem, facilis comparatur aditus | GRAE- cè & Latinè | EVCLIDIS ELEMENTORVM  LIBRI XV | Ἐπίγραμμα παλαιόν | Σχήματα πέντε Πλάτωνος, ὁ Πυθαγ…"
completeness_totality_system,Cologne_1591,1591,Cologne,LATIN,Theoretical Mathematics,Euclidis elementorum libri XV; accessit XVI de solidorum regularium cuiuslibet intra quodlibet comparatione,"Accessit | editi | recogniti | emendati | illustrati | locupletati | EVCLIDIS ELEMENTORVM LIBRI XV | EVCLIDIS POSTERIORES LIBRI IX | Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati | Nunc tertiò editi, summaque diligentia recogniti, atque…"
selection_extraction_abridgment,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
selection_extraction_abridgment,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
selection_extraction_abridgment,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
selection_extraction_abridgment,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
selection_extraction_abridgment,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE FRANÇOISE | MEMOIRES MATHEMATIQVES | De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometrique…"
selection_extraction_abridgment,bib-284,1687,London,ENGLISH,Arithmetic,,"Added | intermixed | Corrected | Contracted | made | Arithmetick | The perfect Work and Practice of ARITHMETICK both in Whole Numbers & Fractions | Newly Corrected and Contracted, and made more plain and easie | Many RULES and TABLES of Interest, Rebate, and …"
selection_extraction_abridgment,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
selection_extraction_abridgment,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
selection_extraction_abridgment,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,,"extracted | compil’d | added | Invented | written | Mathematicall RECREATIONS | A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astro…"
selection_extraction_abridgment,bib-218,1634,London,ENGLISH,Arithmetic,,"making | THE PRINCIPLES of Arithmetick | WITH Helpfull Observations, making the Entrance easie, and the Practice pleasant | WITH Helpfull Observations | With new and notable Abridgements | with extraordinarie Helps | some excellent Observations | TEACHING The…"
selection_extraction_abridgment,Turin_1671,1671,Turin,LATIN,Theoretical Mathematics,,"ADAVCTVS | EVCLIDES ADAVCTVS ET METHODICVS MATHEMATICAE UNIVERSALIS | Quae ne dum propositionum dependentiam, sed & rerum ordinem observat. Et complectitur ea omnia, quae de quantitate tum discreta, tum continua abstracta speculari queunt. Rescissis superflui…"
selection_extraction_abridgment,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,,"augmented | reuiwed | corrected | published | for the profession of a Souldier | ARITHMETICAL VVARLIKE TREATISE NAMED STRATIOTICOS | Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebra…"
sparse_canonical_identity,bib-130,1627,Frankfurt,LATIN,Arithmetic,,"recogniti | aucti | emendati | locupletati | ARITHMETICAE LIBRI DUO ET GEOMETRIAE SEPTEM ET VIGINTI | Dudum quidem à LAZARO SCHONERO recogniti & aucti, nunc vero in postrema hac editione in numeris locis emendati & locupletati | PHILOSOPHI CELEBER- RIMI, ELOQ…"
sparse_canonical_identity,Utrecht_n.d,,Utrecht,DUTCH,Arithmetic | Theoretical Mathematics,De vijfthien boecken Euclides,over- geset | verciert | ghegheven | EVCLIDES | met schoo- ne verclaringen ende leringen van de outste naturalisten ende con- flige Schrijvers | Liefhebber der Mathematica | EVCLIDES | met schoo- ne verclaringen ende leringen | MITSGADERS. Het Fondament der S…
sparse_canonical_identity,bib-45,1587,Venice,ITALIAN,Arithmetic | Cosmography | Gnomonics & Horology | Practical Geometry,,"Diuise in cinque Parti | TRADOTTE | Tradotti | Nuouamente poste in luce | OPERE DI ORONTIO FINEO DEL DELFINATO | Diuise in cinque Parti; Aritmetica, Geometria, Cosmografia, e Oriuoli | Nuouamente poste in luce | Gentilhuomo, & Academico Fiorentino | Gentilhuo…"
sparse_canonical_identity,Venice_1498,1498,Venice,LATIN,Theoretical Mathematics,,Interprete | Euclidis quartus decimus elementorum | Nicephori | Hypsiclis | Euclidis quartus decimus elementorum | Hypsiclis interpretatio | Nicephori logica | Georgij valle libellus de argumentis | Nicephori logica | Georgij valle libellus de argumentis | Eu…
sparse_canonical_identity,MorisS-3-5,1660,Paris,LATIN,Arithmetic | Theoretical Mathematics,,"ADIECTVS EST | DIOPHANTVS GEOMETRA SIVE OPVS CONTEXTVM EX ARITHMETICA ET GEOMETRIA | simul; in quo Quaestiones omnes Diophanti, quae geometrice solvi possunt, enodantur tum Algebricis, tum Geometricis rationibus | ADIECTVS EST | Societatis IESV Sacerdote | AD…"
sparse_canonical_identity,Uppsala_1744,1744,Uppsala,SWEDISH,Theoretical Mathematics,"Euclidis Elementa eller Grundeliga inledning til geometrien, til riksens ungdoms tienst på swenska språket utgifwen",Rikßens Ungdoms | EUCLIDIS ELEMENTA | GRUNDELIGA INLEDNING til GEOMETRIEN | Philosophiæ Adjunct wid Kongl. Academien i Upsåla och Ledamot af Kongl. Wetenskaps Academien i Stockholm | EUCLIDIS ELEMENTA | Swenßka Språ-  ket | EUCLIDIS
sparse_canonical_identity,Rome_1594,1594,Rome,"ARABIC, LATIN",,Euclidis elementorum geometricorum libri tredecim ex traditione doctissimi Nasiridini Tusini,تحرير | impressi | EVCLIDIS ELEMENTORVM GEOMETRICORVM Libri Tre-decim | Nunc primum Arabicè impressi | DOCTISSIMI NASIRIDINI TVSINI | EVCLIDIS ELEMENTORVM GEOMETRICORVM | Arabicè | إقليدس | EVCLIDIS
sparse_canonical_identity,bib-79,1665,Padua,ITALIAN,Arithmetic | Geography | Military Engineering | Trigonometry,,"si ristringono | ARITMETICA, GEOMETRIA, TRIGONOMETRIA pratiche, FORTIFICAZIONE, SFERA, e GEOGRAFIA | Lettore di Filosofia nello Studio di PADOVA, e delle Matematiche Militari nella sodetta ACCADEMIA"
sparse_canonical_identity,Jena_1628,1628,Jena,GERMAN,Theoretical Mathematics,,"Teutscher Eu- CLIDES | Das ist, seiner GEOMETRIAE Erster Theil Von derselben Elementen | PROFESSORIS MATHEMATICI in der Universität Jehna | Teutscher Eu- CLIDES | Teutscher Eu- CLIDES | Eu- CLIDES"
