name,page_number,reference,is_bold,volume
Cavendish (Charles),202 (n),,false,vol_7
Cavendish (Charles),282,,false,vol_7
Cavendish (Charles),453,,false,vol_7
"Chambon (Daniel Hay du Châtelet, abbé de)",84 (n),,false,vol_7
Chanut (Pierre),171,,false,vol_7
Chapelain (Jean),220 sq.,,false,vol_7
"Charnacé (Hercule Girard, baron de)",38,,false,vol_7
"Charnacé (Hercule Girard, baron de)",180 (n),,false,vol_7
Châteauvillain (le comte de),111,,false,vol_7
Cherbury (Édouard Herbert de),435 sq.,,false,vol_7
Cherbury (Édouard Herbert de),438,,false,vol_7
Choerilos de Samos,209 (n),,false,vol_7
Christian IV de Danemark,437,,false,vol_7
Chrysippe,102,,false,vol_7
Cicéron,243 (n),,false,vol_7
"Ciermans, de la S. J.",46,,false,vol_7
"Ciermans, de la S. J.",312 (n et t),,false,vol_7
"Clavius (le P. Schlüssel, S. J.)",19 (n),,false,vol_7
"Clavius (le P. Schlüssel, S. J.)",90,,false,vol_7
"Clavius (le P. Schlüssel, S. J.)",401 (n),,false,vol_7
Clément (Antoine),215 (n),,false,vol_7
Clerselier (Claude),69 (n),,false,vol_7
Clerselier (Claude),119,,false,vol_7
Clerselier (Claude),176,,false,vol_7
Clerselier (Claude),288,,false,vol_7
Clerselier (Claude),308 (n),,false,vol_7
Clerselier (Claude),309 (n),,false,vol_7
Clerselier (Claude),436 (n),,false,vol_7
"Cloppenburgh, min. prot.",28 (n),,false,vol_7
Colletet (Guill.),219,,false,vol_7
Comenius (J. Amos),35,,false,vol_7
Comenius (J. Amos),187 sq.,,false,vol_7
Comenius (J. Amos),218,,false,vol_7
Comenius (J. Amos),435,,false,vol_7
Comenius (J. Amos),438,,false,vol_7
Comenius (J. Amos),439 sq.,,false,vol_7
Commandino (Federico),56 (n),,false,vol_7
Commandino (Federico),305 (n),,false,vol_7
Commandino (Federico),341 (n),,false,vol_7
Commandino (Federico),369 sq.,,false,vol_7
Corneille (Pierre),251 (n),,false,vol_7
Cornier (Robert),353 (n),,false,vol_7
Costabel (Pierre),375,,false,vol_7
Coste (le P. Hilarion de),135 (n),,false,vol_7
Coste (le P. Hilarion de),180 (n),,false,vol_7
Coudert (Pierre),78 (n),,false,vol_7
Cousin (Victor),140 (n),,false,vol_7
Cousin (Victor),189,,false,vol_7
Cramoisy,214 (n),,false,vol_7
"Crellius (J.), socinien",23,,false,vol_7
"Crellius (J.), socinien",181,,false,vol_7
"Crellius (J.), socinien",210,,false,vol_7
"Crellius (J.), socinien",217,,false,vol_7
Crenius (Thomas),218 (n),,false,vol_7
Croy (Jean de),29,,false,vol_7
Croy (Jean de),184 sq.,,false,vol_7
Croy (Jean de),211,,false,vol_7
Curtze (?),372 (n),,false,vol_7
Dal Pozzo (Cassiano),112,,false,vol_7
Danjon (André),78 (n),,false,vol_7
Debaune (Florimond),121 (n),,false,vol_7
Debaune (Florimond),335,,false,vol_7
"De l'Ange (J.-Maxim.), ministre à Rouen",27 (n),,false,vol_7
Démocrite,143 sq.,,false,vol_7
Démocrite,185 (n),,false,vol_7
Desargues (Girard),7 (n),,false,vol_7
Desargues (Girard),38,,false,vol_7
Desargues (Girard),50,,false,vol_7
Desargues (Girard),72 (n),,false,vol_7
Desargues (Girard),75,,false,vol_7
Desargues (Girard),79,,false,vol_7
Desargues (Girard),83,,false,vol_7
Desargues (Girard),84 (n),,false,vol_7
Desargues (Girard),126,,false,vol_7
Desargues (Girard),146-157,,false,vol_7
Desargues (Girard),166 (n),,false,vol_7
Desargues (Girard),177,,false,vol_7
Desargues (Girard),236 (n),,false,vol_7
Desargues (Girard),240,,false,vol_7
Desargues (Girard),241,,false,vol_7
Desargues (Girard),248,,false,vol_7
Desargues (Girard),302 (n),,false,vol_7
Desargues (Girard),310,,false,vol_7
Desargues (Girard),369,,false,vol_7
Desargues (Girard),375,,false,vol_7
Desargues (Girard),417,,false,vol_7
Desargues (Girard),419 sq.,,false,vol_7
Desboves,426,,false,vol_7
Descartes (Pierre),37,,false,vol_7
Descartes (René),2,,false,vol_7
Descartes (René),7,,false,vol_7
Descartes (René),9 sq.,,false,vol_7
Descartes (René),13 sq.,,false,vol_7
Descartes (René),21,,false,vol_7
Descartes (René),24 (n),,false,vol_7
Descartes (René),27 sq.,,false,vol_7
Descartes (René),30 sq.,,false,vol_7
Descartes (René),35 (n),,false,vol_7
Descartes (René),37,,false,vol_7
Descartes (René),45 sq.,,false,vol_7
Descartes (René),49 sq.,,false,vol_7
Descartes (René),53 (n),,false,vol_7
Descartes (René),86,,false,vol_7
Descartes (René),87,,false,vol_7
Descartes (René),88 sq.,,false,vol_7
Descartes (René),103,,false,vol_7
Descartes (René),113,,false,vol_7
Descartes (René),114 sq.,,false,vol_7
Descartes (René),137,,false,vol_7
Descartes (René),139,,false,vol_7
Descartes (René),140 sq.,,false,vol_7
Descartes (René),147 sq.,,false,vol_7
Descartes (René),158 sq.,,false,vol_7
Descartes (René),167 sq.,,false,vol_7
Descartes (René),169 sq.,,false,vol_7
Descartes (René),185,,false,vol_7
Descartes (René),188 (n),,false,vol_7
Descartes (René),206 (n),,false,vol_7
Descartes (René),212,,false,vol_7
Descartes (René),215,,false,vol_7
Descartes (René),242 sq.,,false,vol_7
Descartes (René),247 sq.,,false,vol_7
Descartes (René),249,,false,vol_7
Descartes (René),280,,false,vol_7
Descartes (René),284 (n),,false,vol_7
Descartes (René),285,,false,vol_7
Descartes (René),287 (n),,false,vol_7
Descartes (René),292,,false,vol_7
Descartes (René),317,,false,vol_7
Descartes (René),322 sq.,,false,vol_7
Descartes (René),325 sq.,,false,vol_7
Descartes (René),358 (n),,false,vol_7
Descartes (René),400 sq.,,false,vol_7
Descartes (René),403,,false,vol_7
Descartes (René),425 sq.,,false,vol_7
Descartes (René),453 sq.,,false,vol_7
Deschamps (Théodore ?),172,,false,vol_7
De Waard (Cornélis),30 (n),,false,vol_7
De Waard (Cornélis),52 (n),,false,vol_7
De Waard (Cornélis),86 (n),,false,vol_7
De Waard (Cornélis),89 (n),,false,vol_7
De Waard (Cornélis),123 (n),,false,vol_7
De Waard (Cornélis),137,,false,vol_7
De Waard (Cornélis),168 (n),,false,vol_7
De Waard (Cornélis),171 (n),,false,vol_7
De Waard (Cornélis),216 (n),,false,vol_7
De Waard (Cornélis),242 (n) sq.,,false,vol_7
De Waard (Cornélis),284 (n),,false,vol_7
De Waard (Cornélis),376,,false,vol_7
Dibon (Paul),117,,false,vol_7
Dieu (Louis de),184,,false,vol_7
Digby (Kenelm),280 (n),,false,vol_7
Digby (Kenelm),312,,false,vol_7
Digby (Kenelm),419,,false,vol_7
Digby (Kenelm),453,,false,vol_7
Diodati (Élie),77 (n),,false,vol_7
Diodati (Élie),82 (n),,false,vol_7
Diodati (Élie),107 sq.,,false,vol_7
Diodati (Élie),109,,false,vol_7
Diodati (Élie),287,,false,vol_7
Diodati (Élie),339,,false,vol_7
Diophante,128,,false,vol_7
Diophante,274,,false,vol_7
Diophante,277 (n),,false,vol_7
Diophante,280,,false,vol_7
Doni (Alessandro),111,,false,vol_7
Doni (Alessandro),287 (n),,false,vol_7
Doni (Jean-Bapt.),110 sq.,,false,vol_7
Doni (Jean-Bapt.),381 sq.,,false,vol_7
Doni (Jean-Bapt.),395 sq.,,false,vol_7
Doni d'Attichy (Louis),111,,true,vol_7
"Du Chemin, musicien",383,,true,vol_7
Dugas (René),349 (n),,false,vol_7
Duhem (Pierre),318 (n),,false,vol_7
Duhem (Pierre),349 (n),,false,vol_7
Dupuy (Jacques),28 (n),,false,vol_7
Dupuy (Jacques),143 sq.,,false,vol_7
Dupuy (Jacques),185 (n),,false,vol_7
Dupuy (Jacques),186 (n),,false,vol_7
Dupuy (Jacques),188,,false,vol_7
Dupuy (Jacques),242 (n),,false,vol_7
Durelle (le P. Jean),104 sq.,,true,vol_7
Duruelle (le P. Pierre),104,,false,vol_7
Dury (John),113,,false,vol_7
Dury (John),440,,false,vol_7
"Du Verdus (François Bonneau, abbé)",250 (n),,false,vol_7
Eding (J. W.),435 sq.,,true,vol_7
Eding (J. W.),437,,true,vol_7
Eding (J. W.),440,,true,vol_7
Elichman (Jean),439 (n),,false,vol_7
Elichman (Jean),440,,true,vol_7
Ellis (R. L.),426,,false,vol_7
Elzevier (les frères),29,,true,vol_7
Elzevier (les frères),32,,true,vol_7
Elzevier (les frères),33 (n),,true,vol_7
Elzevier (les frères),106,,true,vol_7
Elzevier (les frères),181,,true,vol_7
Elzevier (les frères),214,,true,vol_7
Elzevier (les frères),341,,true,vol_7
Épiphane (Saint),29,,true,vol_7
Épiphane (Saint),183,,true,vol_7
Érasme,209 (n),,false,vol_7
Érasme,214 (n),,false,vol_7
Espagnet (Étienne d'),51,,true,vol_7
Espagnet (Étienne d'),56,,true,vol_7
Espagnet (Étienne d'),171,,true,vol_7
Espagnet (Jean d'),56,,true,vol_7
"Estampes-Valençay (Jean, marquis d')",180,,true,vol_7
Estrades (le comte Godefroid d'),203,,true,vol_7
Estrades (le comte Godefroid d'),215,,true,vol_7
Euclide,160,,true,vol_7
Euclide,263 (n),,true,vol_7
Euclide,302,,true,vol_7
Euclide,316 (n),,true,vol_7
Euclide,405,,true,vol_7
Euclide,425,,true,vol_7
Euler (L.),140,,false,vol_7
Euler (L.),402 n,,false,vol_7
Fabroni,178 (n),,false,vol_7
Fermat (Pierre de),6,,true,vol_7
Fermat (Pierre de),7,,true,vol_7
Fermat (Pierre de),9,,true,vol_7
Fermat (Pierre de),10 sq.,,true,vol_7
Fermat (Pierre de),21,,true,vol_7
Fermat (Pierre de),37,,true,vol_7
Fermat (Pierre de),40 sq.,,true,vol_7
Fermat (Pierre de),49,,true,vol_7
Fermat (Pierre de),58-64,,true,vol_7
Fermat (Pierre de),65-73,,true,vol_7
Fermat (Pierre de),74 sq.,,true,vol_7
Fermat (Pierre de),77,,true,vol_7
Fermat (Pierre de),78 sq.,,true,vol_7
Fermat (Pierre de),81,,true,vol_7
Fermat (Pierre de),83 (n),,true,vol_7
Fermat (Pierre de),86,,true,vol_7
Fermat (Pierre de),125 sq.,,true,vol_7
Fermat (Pierre de),138,,true,vol_7
Fermat (Pierre de),139,,true,vol_7
Fermat (Pierre de),148,,true,vol_7
Fermat (Pierre de),158 sq.,,true,vol_7
Fermat (Pierre de),164 sq.,,true,vol_7
Fermat (Pierre de),168,,true,vol_7
Fermat (Pierre de),179,,true,vol_7
Fermat (Pierre de),189 sq.,,true,vol_7
Fermat (Pierre de),229,,true,vol_7
Fermat (Pierre de),232 (n),,true,vol_7
Fermat (Pierre de),233,,true,vol_7
Fermat (Pierre de),236,,true,vol_7
Fermat (Pierre de),237 sq.,,true,vol_7
Fermat (Pierre de),247 sq.,,true,vol_7
Fermat (Pierre de),253,,true,vol_7
Fermat (Pierre de),264 sq. (n),,true,vol_7
Fermat (Pierre de),270,,true,vol_7
Fermat (Pierre de),273 sq.,,true,vol_7
Fermat (Pierre de),288 sq.,,true,vol_7
Fermat (Pierre de),292,,true,vol_7
Fermat (Pierre de),293,,true,vol_7
Fermat (Pierre de),294-301,,true,vol_7
Fermat (Pierre de),308 (n),,true,vol_7
Fermat (Pierre de),311,,true,vol_7
Fermat (Pierre de),312 sq,,true,vol_7
Fermat (Pierre de),314,,true,vol_7
Fermat (Pierre de),322,,true,vol_7
Fermat (Pierre de),340,,true,vol_7
Fermat (Pierre de),344,,true,vol_7
Fermat (Pierre de),400,,true,vol_7
Fermat (Pierre de),403,,true,vol_7
Fermat (Pierre de),412 sq.,,true,vol_7
Fermat (Pierre de),418 sq.,,true,vol_7
Fermat (Pierre de),420 sq.,,true,vol_7
Fermat (Pierre de),425,,true,vol_7
Fermat (Pierre de),442 sq.,,true,vol_7
Ferrari (J.-B.),104,,true,vol_7
Ferrier (Jean),123,,true,vol_7
Ferrier (Jean),136,,true,vol_7
Fludd (Robert),45 (n),,false,vol_7
Fludd (Robert),104,,false,vol_7
Frenicle de Bessy (Bernard),131 (n),,false,vol_7
Frenicle de Bessy (Bernard),139,,false,vol_7
Frenicle de Bessy (Bernard),258,,false,vol_7
Frenicle de Bessy (Bernard),273 sq. (n),,false,vol_7
Frenicle de Bessy (Bernard),282 (n),,false,vol_7
Frenicle de Bessy (Bernard),404 (n),,false,vol_7
Frescobaldi,34 (n),,false,vol_7
Froidmont (Libert),46,,true,vol_7
Froidmont (Libert),185,,true,vol_7
Froidmont (Libert),311 sq.,,true,vol_7
Froidmont (Libert),417 (n),,false,vol_7
Gaffarel (Jacques),394 sq.,,false,vol_7
Galilei (Galileo),33,,true,vol_7
Galilei (Galileo),44,,true,vol_7
Galilei (Galileo),48,,true,vol_7
Galilei (Galileo),78,,true,vol_7
Galilei (Galileo),82,,true,vol_7
Galilei (Galileo),106-108,,true,vol_7
Galilei (Galileo),123 (n),,true,vol_7
Galilei (Galileo),133,,true,vol_7
Galilei (Galileo),140,,true,vol_7
Galilei (Galileo),215,,true,vol_7
Galilei (Galileo),242,,true,vol_7
Galilei (Galileo),287,,true,vol_7
Galilei (Galileo),307 (n),,true,vol_7
Galilei (Galileo),314,,true,vol_7
Galilei (Galileo),317 sq.,,true,vol_7
Galilei (Galileo),369 sq.,,false,vol_7
Galilei (Galileo),394,,true,vol_7
Galilei (Galileo),419,,true,vol_7
Galilei (Roberto),44,,true,vol_7
Galilei (Roberto),48,,true,vol_7
Galilei (Roberto),287,,true,vol_7
Gassend (Pierre),84 (n),,false,vol_7
Gassend (Pierre),113,,false,vol_7
Gassend (Pierre),114 sq.,,true,vol_7
Gassend (Pierre),124 (n),,false,vol_7
Gassend (Pierre),144,,false,vol_7
Gassend (Pierre),174 (n),,false,vol_7
Gassend (Pierre),242 (n),,false,vol_7
Gassend (Pierre),243 (n),,false,vol_7
Gassend (Pierre),435,,false,vol_7
Gassend (Pierre),437,,false,vol_7
Gaudais (ou Gaudey),418,,true,vol_7
Genebrard,182,,true,vol_7
Gerson,105,,true,vol_7
Ghetaldi (M.),19,,true,vol_7
Gibieuf (le P. Guillaume),27 (n),,false,vol_7
Gibieuf (le P. Guillaume),85,,false,vol_7
Gibieuf (le P. Guillaume),134,,true,vol_7
Gibieuf (le P. Guillaume),178,,true,vol_7
Gibieuf (le P. Guillaume),236,,true,vol_7
Gilbert (William),2,,true,vol_7
Gillot (Jean),83 (n),,false,vol_7
Gillot (Jean),127,,true,vol_7
Gillot (Jean),130 (n),,true,vol_7
Gillot (Jean),135,,true,vol_7
Gillot (Jean),199,,true,vol_7
Gillot (Jean),229 (n),,true,vol_7
Gillot (Jean),235,,true,vol_7
Gillot (Jean),238,,true,vol_7
Gillot (Jean),293,,true,vol_7
Gillot (Jean),299,,true,vol_7
Gillot (Jean),300,,true,vol_7
Gillot (Jean),314,,true,vol_7
Gillot (Jean),342,,true,vol_7
Gillot (Jean),401,,true,vol_7
Gillot (Jean),423 sq.,,true,vol_7
Girard (Albert),103,,false,vol_7
Girard (Albert),141 (n),,false,vol_7
Girard (Albert),341 (n),,false,vol_7
Glarean (Henri),34 (n),,false,vol_7
Gogava,390,,true,vol_7
Gogava,395,,true,vol_7
Golius (Jacques),28,,true,vol_7
Golius (Jacques),34,,true,vol_7
Golius (Jacques),39 (n),,true,vol_7
Golius (Jacques),83,,true,vol_7
Golius (Jacques),186,,true,vol_7
Golius (Jacques),212 (n et t),,false,vol_7
Golius (Jacques),223,,true,vol_7
Golius (Jacques),336,,true,vol_7
Gondi (Giov. Bapt.),44,,true,vol_7
Gondi (Giov. Bapt.),48,,true,vol_7
Gondi (Giov. Bapt.),287,,true,vol_7
Grégoire de Valence,182 sq.,,true,vol_7
Grotius (Hugo),33 (n),,false,vol_7
Grotius (Hugo),35,,false,vol_7
Grotius (Hugo),217 (n),,false,vol_7
Guidobaldi del Monte,373,,true,vol_7
Haack (Théod.),381 (n),,false,vol_7
Haack (Théod.),437,,false,vol_7
Haack (Théod.),440,,false,vol_7
"Habert (Germain, abbé de Cerisay)",135,,true,vol_7
Haestrecht (Godefried van),64 (n),,false,vol_7
Haestrecht (Godefried van),113,,false,vol_7
Haestrecht (Godefried van),126 (n et t),,true,vol_7
Haestrecht (Godefried van),132 (n),,false,vol_7
Haestrecht (Godefried van),136 (n),,false,vol_7
Haestrecht (Godefried van),157 (n),,false,vol_7
Haestrecht (Godefried van),236 (n et t),,true,vol_7
Haestrecht (Godefried van),340 (n),,false,vol_7
Haestrecht (Godefried van),369,,false,vol_7
Haestrecht (Godefried van),453 sq.,,false,vol_7
Hardy (Claude),17 (n),,false,vol_7
Hardy (Claude),63,,true,vol_7
Hardy (Claude),64,,true,vol_7
Hardy (Claude),72,,true,vol_7
Hardy (Claude),75 sq.,,false,vol_7
Hardy (Claude),81,,true,vol_7
Hardy (Claude),193 (n),,false,vol_7
Hardy (Claude),222,,true,vol_7
Hardy (Claude),240,,true,vol_7
Hardy (Claude),288 sq.,,true,vol_7
Hardy (Claude),336,,true,vol_7
"Harlay (Achille de, baron de Sancy)",26,,false,vol_7
Harphius (Henri),105,,true,vol_7
Harriot (Thomas),85,,false,vol_7
Harriot (Thomas),201 sq.,,false,vol_7
Hartlib (Samuel),35 (n),,false,vol_7
Hartlib (Samuel),187,,false,vol_7
Hartlib (Samuel),435,,true,vol_7
Hartlib (Samuel),438,,true,vol_7
Hartlib (Samuel),440,,true,vol_7
Heinsius (Daniel),107,,true,vol_7
Heinsius (Daniel),186,,true,vol_7
Heinsius (Daniel),188,,true,vol_7
Heinsius (Daniel),213,,true,vol_7
Heinsius (Daniel),223,,true,vol_7
Heinsius (Daniel),240,,true,vol_7
Henry (Charles),6,,true,vol_7
Henry (Charles),49 (n),,true,vol_7
Henry (Charles),146,,true,vol_7
Hérigone (Pierre),47,,true,vol_7
Hérigone (Pierre),276 (n),,false,vol_7
Héron d'Alexandre,222,,false,vol_7
Héron d'Alexandre,336,,false,vol_7
Hésiode,209 (n),,false,vol_7
Hobbes (Thomas),463,,false,vol_7
Hogelande (Cornélius van),439 (n),,false,vol_7
Holzmuller,426,,false,vol_7
Hooft (P. G.),116 (n),,false,vol_7
Hooft (P. G.),218 (n),,false,vol_7
Horace,50,,true,vol_7
Horace,207,,false,vol_7
Horace,383 (n),,false,vol_7
Hortensius (Martin van den Hoven),34,,true,vol_7
Hortensius (Martin van den Hoven),35 sq.,,false,vol_7
Hortensius (Martin van den Hoven),83,,true,vol_7
Hortensius (Martin van den Hoven),133,,true,vol_7
Hortensius (Martin van den Hoven),140,,false,vol_7
Hortensius (Martin van den Hoven),215,,true,vol_7
Hübner (ou Huebner),35 (n),,false,vol_7
Hübner (ou Huebner),435,,false,vol_7
Hübner (ou Huebner),438,,false,vol_7
Hume (Jacques),47,,false,vol_7
Hume (Jacques),91 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",1,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",2 sq.,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",9 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",26,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",43,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",116 sq.,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",127 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",139 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",201,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",205,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",211,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",212,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",215,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",218,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",222,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",224,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",232 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",240,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",288,,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",340,,true,vol_7
"Huygens (Constantin, s' de Zuylichen)",349 (n),,false,vol_7
"Huygens (Constantin, s' de Zuylichen)",437 (n),,false,vol_7
Huygens (Christian),139 (n),,false,vol_7
Huygens (Christian),244,,false,vol_7
Huygens (Christian),267 sq.,,false,vol_7
Huygens (Christian),424 (n),,false,vol_7
Ibn 'Arabshah,186 (n),,false,vol_7
Ignace d'Antioche,182,,true,vol_7
Itard (Jean),264 (n),,false,vol_7
Itard (Jean),272,,false,vol_7
Itard (Jean),330 (n),,false,vol_7
Jacob (Louis),112 (n),,false,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",77,,true,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",105,,false,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",134,,true,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",218 sq.,,false,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",242 (n),,false,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",312,,true,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",381,,true,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",416 sq.,,false,vol_7
"Jésuites (La Flèche, Louvain, Rome...)",424,,false,vol_7
Jordanus Nemorarius,373 (n),,false,vol_7
Jumeau,,Sainte-Croix,false,vol_7
Kaestner,402 (n),,false,vol_7
Kepler (J.),85,,false,vol_7
Kepler (J.),91 (n),,false,vol_7
Kepler (J.),123 sq.,,true,vol_7
Kepler (J.),137,,false,vol_7
Kerckhoven (J. van der),23 (n et t),,true,vol_7
Kvačala (J.),188 (n),,false,vol_7
Kvačala (J.),435 sq.,,false,vol_7
Kvačala (J.),438,,false,vol_7
Kvačala (J.),441 (n),,false,vol_7
Labadie (Jean),219,,false,vol_7
La Brosse (Guy de),147,,false,vol_7
La Brosse (Guy de),302 sq.,,true,vol_7
La Brosse (Guy de),307,,false,vol_7
La Brosse (Guy de),317,,false,vol_7
"Lalouère (Antoine de Lalouvère, ou)",402 (n),,false,vol_7
Lambert (le P. Michel),381 (n et t),,true,vol_7
La Motte-Romancourt (de),105 (n),,false,vol_7
Legrand (Antoine ?),119,,false,vol_7
Leibniz,369,,false,vol_7
Leibniz,402 (n),,false,vol_7
Le Jay (Guy-Michel),223 (n),,false,vol_7
"Le Maire (Jean), musicien",381 (n et t),,true,vol_7
L'Empereur (Constantin),184,,true,vol_7
Lempertz (H.),106,,false,vol_7
Lenoble (Robert),109,,false,vol_7
Lenoble (Robert),373 (n),,false,vol_7
Lenoble (Robert),451 (n),,false,vol_7
Leurechon (le père),373,,false,vol_7
Lewis (G. Rodis-),24 (n),,false,vol_7
Libri (Guillaume),49 (n),,false,vol_7
Libri (Guillaume),141 (n),,false,vol_7
Libri (Guillaume),146,,false,vol_7
Libri (Guillaume),253,,false,vol_7
Limousin (le valet de Descartes),134,,true,vol_7
Limousin (le valet de Descartes),233,,true,vol_7
Limousin (le valet de Descartes),294,,false,vol_7
Limousin (le valet de Descartes),302 (n),,false,vol_7
Limousin (le valet de Descartes),310,,true,vol_7
Louis XIII,25,,true,vol_7
Louis XIII,203 (n),,false,vol_7
Lucrèce,243 (n),,false,vol_7
Luillier (François),242 (n),,false,vol_7
Machabey (Armand),207 (n),,false,vol_7
Maggiotti (Raffael),394 (n),,false,vol_7
Mahnke (Dietrich),439 (n),,false,vol_7
Maignan (Emmanuel),110,,true,vol_7
Maignan (Emmanuel),381,,true,vol_7
"Maire (Jean), imprimeur à Leyde",37,,true,vol_7
"Maire (Jean), imprimeur à Leyde",236 (n),,false,vol_7
"Maire (Jean), imprimeur à Leyde",418 (n et t),,true,vol_7
Manasseh ben Israel,33,,true,vol_7
Martial,88,,true,vol_7
Médicis (le prince Léopold de),178 (n),,false,vol_7
Mei (Girolamo),390,,true,vol_7
Meliand (Blaise),382,,true,vol_7
Metius (Jacq. et Adrien),78 (n),,false,vol_7
Milhaud (Gaston),292 (n),,false,vol_7
Milhaud (Gaston),411 (n),,false,vol_7
Milhaud (Gérard),166 (n),,false,vol_7
Milhaud (Gérard),292 (n),,false,vol_7
Milhaud (Gérard),369,,false,vol_7
Milhaud (Gérard),375 (n),,false,vol_7
Milhaud (Gérard),439 (n),,false,vol_7
Mochinger (Jean),35 (n),,false,vol_7
Molé (le président Mathieu),221,,false,vol_7
Monchamp (Msr G.),113 (n),,false,vol_7
Montholon (le conseiller de),84 (n),,false,vol_7
Morata (Olympe Fulvie),214 (n),,false,vol_7
Morelli (Jacob),112 (n),,false,vol_7
Morin (Jean-Baptiste),27 (n),,false,vol_7
Morin (Jean-Baptiste),45-47,,true,vol_7
Morin (Jean-Baptiste),122 sq,,false,vol_7
Morin (Jean-Baptiste),135,,false,vol_7
Morin (Jean-Baptiste),178,,false,vol_7
Morin (Jean-Baptiste),234,,true,vol_7
Morin (Jean-Baptiste),241,,true,vol_7
Morin (Jean-Baptiste),340,,false,vol_7
Morin (Jean-Baptiste),341,,true,vol_7
Morin (le P. Jean),25,,true,vol_7
Morin (le P. Jean),29,,true,vol_7
Morin (le P. Jean),181 (n),,false,vol_7
Morin (le P. Jean),184,,true,vol_7
Morin (le P. Jean),211,,true,vol_7
Morin (le P. Jean),311,,true,vol_7
"Morrison, collectionneur",119,,false,vol_7
"Morrison, collectionneur",203,,false,vol_7
Muhamed ben Ketiri (auteur de l'Alfagranum),215,,true,vol_7
Muis (Siméon de),211 (n),,false,vol_7
Mydorge (Claude),17 (n),,false,vol_7
Mydorge (Claude),38,,true,vol_7
Mydorge (Claude),41,,false,vol_7
Mydorge (Claude),50,,true,vol_7
Mydorge (Claude),58 sq.,,false,vol_7
Mydorge (Claude),64,,false,vol_7
Mydorge (Claude),72,,false,vol_7
Mydorge (Claude),74 sq.,,false,vol_7
Mydorge (Claude),79,,true,vol_7
Mydorge (Claude),81,,true,vol_7
Mydorge (Claude),84 (n),,false,vol_7
Mydorge (Claude),141,,false,vol_7
Mydorge (Claude),147 sq.,,true,vol_7
Mydorge (Claude),151 sq.,,true,vol_7
Mydorge (Claude),155,,false,vol_7
Mydorge (Claude),159 (n),,false,vol_7
Mydorge (Claude),193,,true,vol_7
Mydorge (Claude),231,,false,vol_7
Mydorge (Claude),248,,true,vol_7
Mydorge (Claude),314,,false,vol_7
Mydorge (Claude),413,,true,vol_7
Mydorge (Claude),430,,true,vol_7
Mylon (Claude),139 (n),,false,vol_7
"Nemours (Louis de Savoie, duc de)",215,,true,vol_7
Niceron (le P. Jean-François),137,,false,vol_7
"Nicomaque, mathématicien grec",268 sq,,false,vol_7
Noailles (le comte de),108,,false,vol_7
Orcibal (Jean),220 (n),,false,vol_7
Orycius (Erasmus),34 (n),,false,vol_7
Ovide,209 (n),,false,vol_7
Ovide,227,,false,vol_7
"Orange (Fréd. - Henri de Nassau, prince d’)",26,,false,vol_7
"Orange (Fréd. - Henri de Nassau, prince d’)",28,,false,vol_7
"Orange (Fréd. - Henri de Nassau, prince d’)",437,,false,vol_7
Pappus,19,,true,vol_7
Pappus,120 sq,,true,vol_7
Pappus,167,,false,vol_7
Pappus,305,,true,vol_7
Pappus,308 sq,,true,vol_7
Pascal (Blaise),171 (n),,false,vol_7
Pascal (Blaise),282 (n),,false,vol_7
Pascal (Blaise),376,,false,vol_7
Pascal (Étienne),6,,false,vol_7
Pascal (Étienne),7,,false,vol_7
Pascal (Étienne),13,,false,vol_7
Pascal (Étienne),21,,false,vol_7
Pascal (Étienne),50 sq,,true,vol_7
Pascal (Étienne),64,,false,vol_7
Pascal (Étienne),75,,false,vol_7
Pascal (Étienne),80 (n),,false,vol_7
Pascal (Étienne),84 (n),,false,vol_7
Pascal (Étienne),125 sq,,true,vol_7
Pascal (Étienne),132 (n),,false,vol_7
