key,volume,scan,title_page_img,frontispiece_img,annotations,shelf_mark,copyright,transcription_available,note,id,structural_metadata_available
MorisS-21-5,,https://www.google.com/books/edition/Questions_harmoniques_dans_lesquelles_so/KacOgu54Gh4C,MorisS-21-5_tp.png,,,,,,,,
MorisS-21-6,,https://www.google.com/books/edition/Les_Preludes_de_l_harmonie_vniverselle_o/zOU2mAAvev0C,MorisS-21-6_tp.png,,,,,,,,
MorisS-21-7,,https://www.google.com/books/edition/F_Marini_Mersenni_ordinis_Minim_Harmonic/kLEt1wcHW3MC,MorisS-21-7_tp.png,,,,,,,,
MorisS-21-8,,https://www.google.com/books/edition/Harmonie_Vniverselle/sjB9N-vvW7wC,MorisS-21-8_tp.png,,,,,,,,
MorisS-21-9,,https://www.google.com/books/edition/Les_Novvelles_Pens%C3%A9es_De_Galil%C3%A9e_Mathe/E4c5AAAAcAAJ,MorisS-21-9_tp.png,,,,,,,,
MorisS-21-10,,https://www.google.com/books/edition/Universae_geometriae_synopsis/Jpc8EMRpw4QC,MorisS-21-10_tp.png,,,,,,,,
MorisS-21-11,,https://www.google.com/books/edition/F_Marini_Mersenni_Minimi_Cogitata_Physic/ZY4PAAAAQAAJ,MorisS-21-11_tp.png,,,,,,,,
MorisS-21-12,,https://gallica.bnf.fr/ark:/12148/bpt6k6495245g,MorisS-21-12_tp.png,,,,,,,,
MorisS-21-13,,https://www.google.com/books/edition/L_optique_et_la_catoptrique_du_P%C3%A8re_Mer/0llDAAAAcAAJ,MorisS-21-13_tp.png,,,,,,,,
MorisS-22-2,,https://www.google.com/books/edition/Famosi_et_antiqui_problematis_de_telluri/7tlNOy6wJdUC,MorisS-22-2_tp.png,,,,,,,,
MorisS-22-3,,https://www.google.com/books/edition/Trigonometriae_canonicae_libri_tres_Adiu/yi8nqneJIaQC,MorisS-22-3_tp.png,,,,,,,,
MorisS-22-4,,https://www.proquest.com/docview/2090334761,MorisS-22-4_tp.jpeg,,,,,,,,
MorisS-22-5,,https://gallica.bnf.fr/ark:/12148/btv1b86261788,MorisS-22-5_tp.png,,,,,,,,
MorisS-22-6,,https://www.google.com/books/edition/Trigonometrie_canonique/OYM_AAAAcAAJ,MorisS-22-6_tp.png,,,,,,,,
MorisS-22-7,,https://www.google.com/books/edition/Astrologia_Gallica_principiis_et_rationi/9l1jAAAAcAAJ,MorisS-22-7_tp.png,,,,,,,,
MorisS-23-1,,https://www.google.com/books/edition/Examen_Dv_Livre_Des_Recreations_Mathemat/jRlaAAAAcAAJ,MorisS-23-1_tp.png,,,,,,,,
MorisS-23-2,,https://www.google.com/books/edition/Claudij_Mydorgij_patricij_Parisini_Prodr/YSdBUG_l0S4C,MorisS-23-2_tp.png,,,,,,,,
MorisS-24-1,,https://www.google.com/books/edition/La_perspective_curieuse_ou_magie_artific/r1T-rypHaRgC,MorisS-24-1_tp.png,MorisS-24-1_frontispiece.png,,,,,,,
MorisS-24-2,,https://www.google.com/books/edition/L_Interpr%C3%A9tation_des_chiffres_ou_Reigle/WwsxTcVZkk4C,MorisS-24-2_tp.png,,,,,,,,
MorisS-24-3,,https://www.google.com/books/edition/Thaumaturgus_opticus_seu_admiranda_optic/-V1fAAAAcAAJ,MorisS-24-3_tp.png,MorisS-24-3_frontispiece.png,,,,,,,
MorisS-25-3,,https://gallica.bnf.fr/ark:/12148/btv1b86262012,MorisS-25-3_tp.png,,,,,,,,
MorisS-25-8,,https://www.google.com/books/edition/Lettres_de_A_Dettonville_pseud_de_Blaise/5KXy8lKhRGIC,MorisS-25-8_tp.png,,,,,,,,
MorisS-26-1,,https://www.google.com/books/edition/L_usage_ou_le_moyen_de_pratiquer_par_une/9S0PAAAAQAAJ,MorisS-26-1_tp.png,,,,,,,,
MorisS-26-2,,https://www.google.com/books/edition/Dissertations_sur_la_nature_des_cometes/H4Q_AAAAcAAJ,MorisS-26-2_tp.png,,,,,,,,
MorisS-27-1,,https://www.proquest.com/docview/2090298281,MorisS-27-1_tp.jpeg,,,,,,,,
MorisS-27-2,,https://gallica.bnf.fr/ark:/12148/bpt6k86288v,MorisS-27-2_tp.png,,,,,,,,
MorisS-28-1,,https://www.google.com/books/edition/La_Construction_l_usage_et_les_propri%C3%A9t/gP8NAAAAQAAJ,MorisS-28-1_tp.png,,,,,,,,
Beaulieu-1,,https://www.google.com/books/edition/La_g%C3%A9om%C3%A9trie_fran%C3%A7oise/hOk2AAAAMAAJ,Beaulieu-1_tp.png,Beaulieu-1_frontispiece.png,,,,,,,
Hardy-1,,https://gallica.bnf.fr/ark:/12148/bpt6k5722452z,Hardy-1_tp.png,,,,,,,,
Hardy-2,,https://gallica.bnf.fr/ark:/12148/bpt6k109537w,Hardy-2_tp.png,,,,,,,,
Hardy-3,,https://gallica.bnf.fr/ark:/12148/bpt6k65542q,Hardy-3_tp.png,,,,,,,,
MorisS-3-1,,,,,,,,,,,
MorisS-7-1,,,,,,,,,,,
MorisS-8-2,,https://gallica.bnf.fr/ark:/12148/bpt6k681999,,,,,,,,,
MorisS-15-2,,,,,,,,,,,
MorisS-21-4,,,,,,,,,,,
Hardy-4,,,,,,,,,,,
Hardy-5,,,,,,,,,,,
Hardy-6,,,,,,,,,,,
MorisS-8-3,,https://gallica.bnf.fr/ark:/12148/btv1b8626269n,,,,,,,,,
MorisS-12-1,,https://gallica.bnf.fr/ark:/12148/bpt6k3187867,MorisS-12-1_tp.png,,,,,,,,
MorisS-18-3,,https://gallica.bnf.fr/ark:/12148/btv1b8626205q,,,,,,,,,
MorisS-25-4,,https://gallica.bnf.fr/ark:/12148/btv1b8626199f,,,,,,,,,
bib-1,,https://www.proquest.com/docview/2090341012,bib-1_tp.jpg,,,,,,,,
bib-1,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164554-7,,,,,,,,,
bib-1,1,https://search.proquest.com/docview/2090341012,,,,,,,,,
bib-2,,https://gallica.bnf.fr/ark:/12148/bpt6k87022293,bib-2_tp.JPEG,,,,,,,,
bib-2,1,http://www.bvh.univ-tours.fr/Consult/index.asp?numfiche=779,,,,,,,,,
bib-2,1,https://search.proquest.com/docview/2090305254,,,,,,,,,
bib-3,,,,,,,,,,,
bib-4,,https://books.google.fr/books?id=ZXGBSgVFbd0C&hl=iw&pg=PA1#v=onepage&q&f=false,bib-4_tp_4aecyk.png,,,,,,,,
bib-5,,https://www.google.com/books/edition/La_Pratique_universelle_de_G%C3%A9ometrie/wQs8AAAAcAAJ,bib-5_tp.png,,,,,,,,
bib-5,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164561-6,,,,,,,,,
bib-6,,https://www.google.com/books/edition/Geometria_practica/L8ZZAAAAcAAJ,bib-6_tp.png,,,,,,,,
bib-6,1,https://search.proquest.com/docview/2090355792,,,,,,,,,
bib-6,1,http://books.google.com/books?vid=IBSC:SC000011644,,,,,,,,,
bib-7,,https://www.proquest.com/docview/2240950422/99846954,bib-7_tp.jpg,,,,,,,,
bib-7,1,https://search.proquest.com/docview/2240950422,,,,,,,,,
bib-9,,https://www.google.com/books/edition/Liber_de_Geometria_practica/xj5SAAAAcAAJ,bib-9_tp.png,,,,,,,,
bib-9,1,https://doi.org/10.3931/e-rara-29539,,,,,,,,,
bib-9,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10989763-9,,,,,,,,,
bib-9,1,http://data.onb.ac.at/ABO/+Z185214309,,,,,,,,,
bib-10,,https://www.google.com/books/edition/La_Practiqve_De_La_Geometrie_D_Oronce_Pr/mNFZAAAAcAAJ,bib-10_tp.png,,,,,,,,
bib-12,,https://www.e-rara.ch/zut/content/titleinfo/3231618,bib-12_tp_1.png,,,,,,,,
bib-13,,https://gallica.bnf.fr/ark:/12148/bpt6k8710806t,bib-13_tp.JPEG,,,,,,,,
bib-14,,https://www.google.com/books/edition/S%C5%A9ma_de_arithmetica_geometria_proportio/HzLM_2s-8MAC,,,,,,,,,
bib-14,1,http://digital.bodleian.ox.ac.uk/inquire/p/3e2fc55c-b7cc-45c8-8a7c-5d0cccddf9b0,,,,,,,,,
bib-14,1,http://diglib.hab.de/inkunabeln/83-1-quod-2f/start.htm,,,,,,,,,
bib-14,1,http://fondosdigitales.us.es/books/digitalbook_view?oid_page=218154,,,,,,,,,
bib-14,1,https://search.proquest.com/docview/2090348977,,,,,,,,,
bib-15,,https://www.google.com/books/edition/L_Arithmetique_de_Jacques_Peletier_du_Ma/QM85AAAAcAAJ,bib-15_tp.png,,,,,,,,
bib-15,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10186790-2,,,,,,,,,
bib-15,1,https://search.proquest.com/docview/2090323002,,,,,,,,,
bib-16,,https://www.google.com/books/edition/De_usu_geometriae_liber_I/-sxZAAAAcAAJ,bib-16_tp.png,,,,,,,,
bib-16,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164579-8,,,,,,,,,
bib-16,1,https://search.proquest.com/docview/2090350700,,,,,,,,,
bib-17,,https://www.google.com/books/edition/De_l_vsage_de_geometrie_Par_Iaques_Pelet/53FTQXywPiMC,bib-17_tp.png,,,,,,,,
bib-17,1,http://gallica.bnf.fr/ark:/12148/bpt6k1095519.r=.langEN,,,,,,,,,
bib-17,1,https://search.proquest.com/docview/2090334815,,,,,,,,,
bib-18,,https://www.google.com/books/edition/Obra_intitulada_Fragmentos_Mathematicos/bTA8AAAAcAAJ,bib-18_tp.png,,,,,,,,
bib-19,,https://www.google.com/books/edition/Tratado_de_Geometria_practica_y_speculat/7-ItjGhUIogC,bib-19_tp.png,,,,,,,,
bib-19,1,http://bdh-rd.bne.es/viewer.vm?id=0000114549&page=1,,,,,,,,,
bib-19,1,https://books.google.com/books?id=7-ItjGhUIogC,,,,,,,,,
bib-19,1,https://books.google.com/books?id=B2j5GVuXlSgC,,,,,,,,,
bib-19,1,https://books.google.com/books?id=3tDt0N8Fz8AC,,,,,,,,,
bib-19,1,http://adrastea.ugr.es/record=b1106362:000858,,,,,,,,,
bib-19,1,http://hdl.handle.net/2027/ucm.5317948693,,,,,,,,,
bib-19,1,http://trobes.uv.es/record=b1350488,,,,,,,,,
bib-19,1,http://bivaldi.gva.es/es/consulta/registro.cmd?id=6892,,,,,,,,,
bib-19,1,http://bib.cervantesvirtual.com/FichaObra.html?Ref=http%3A%2F%2Fadrastea.ugr.es%2Fsearch%7ES9*spi%3F%2F.b1106362%2F.b1106362%2F1%2C1%2C1%2CB%2Fl962%7Eb1106362%26FF%3D%261%2C0%2C%2C0%2C-1&portal=303,,,,,,,,,
bib-19,1,http://books.google.com/books?id=7-ItjGhUIogC&dq=y&source=gbs_navlinks_s,,,,,,,,,
bib-19,1,http://books.google.com/books?id=3tDt0N8Fz8AC&dq=y&source=gbs_navlinks_s,,,,,,,,,
bib-19,1,http://bib.cervantesvirtual.com/FichaObra.html?Ref=http%3A%2F%2Ftrobes.uv.es%2Fsearch%7ES9*spi%3F%2F.b1350488%2F.b1350488%2F1%2C1%2C1%2CB%2Fl962%7Eb1350488%26FF%3D%261%2C0%2C%2C0%2C-1&portal=303,,,,,,,,,
bib-20,,https://www.google.com/books/edition/Geometria_Prattica/zQQMJjpmuncC,bib-20_tp.png,,,,,,,,
bib-20,1,https://search.proquest.com/docview/2090352951,,,,,,,,,
bib-21,,https://www.google.com/books/edition/P_Rami_Arithmeticae_libri_duo_geometriae/AVkShZ-9adAC,bib-21_tp.png,,,,,,,,
bib-21,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00022025-2,,,,,,,,,
bib-21,1,http://data.onb.ac.at/ABO/+Z182269208,,,,,,,,,
bib-21,1,https://search.proquest.com/docview/2090352884,,,,,,,,,
bib-22,,https://www.google.com/books/edition/Margarita_Philosophica/lh5fAAAAcAAJ,bib-22_tp.png,,,,,,,,
bib-23,,https://www.google.com/books/edition/General_Trattato_Di_Numeri_Et_Misure/ck9ZAAAAcAAJ,bib-23_tp.png,,,,,,,,
bib-24,,https://www.google.com/books/edition/Definitiones_elementi_quincti_et_sexti/dUAUWfQ5hlIC,bib-24_tp.png,,,,,,,,
bib-24,1,http://hdl.handle.net/2027/ucm.5327255953,,,,,,,,,
bib-25,,https://www.google.com/books/edition/L_Arpanterie_D_Elie_Vinet/IQBaAAAAcAAJ,bib-25_tp.png,,,,,,,,
bib-26,,https://www.google.com/books/edition/Opuscoli_morali_di_Leon_Batista_Alberti/MDY8AAAAcAAJ,bib-26_tp.png,,,,,,,,
bib-26,1,http://hdl.handle.net/2027/ucm.5324327715,,,,,,,,,
bib-26,1,https://search.proquest.com/docview/2090351248,,,,,,,,,
bib-27,,https://www.google.com/books/edition/L_architettura/PyM8AAAAcAAJ,bib-27_tp.png,,,,,,,,
bib-27,1,http://libcoll.mpiwg-berlin.mpg.de/libview?mode=imagepath&url=/mpiwg/online/permanent/library/5PPYB69C/pageimg,,,,,,,,,
bib-28,,https://www.google.com/books/edition/Lecons_de_perspective_positive/qgZfAAAAcAAJ,bib-28_tp.png,,,,,,,,
bib-28,1,http://gallica.bnf.fr/ark:/12148/btv1b86261699,,,,,,,,,
bib-29,,https://www.google.com/books/edition/Livre_d_architecture/yUxbAAAAcAAJ,bib-29_tp.png,,,,,,,,
bib-30,,,,,,,,,,,
bib-31,,http://digital.slub-dresden.de/ppn277127270,bib-31_tp.png,,,,,,,,
bib-32,,https://www.google.com/books/edition/The_Two_Bookes_of_the_Proficience_and_Ad/OKRSAAAAcAAJ,bib-32_tp.png,,,,,,,,
bib-34,,https://www.google.com/books/edition/Ragionamenti_Accademici_Di_Cosimo_Bartol/jTA8AAAAcAAJ,bib-34_tp.png,,,,,,,,
bib-35,,https://www.google.com/books/edition/Io_Baptistae_Benedicti_Patritii_Veneti_p/qfVlAAAAcAAJ,bib-35_tp.jpeg,,,,unknown,,,,
bib-35,1,http://libcoll.mpiwg-berlin.mpg.de/libview?mode=imagepath&url=/mpiwg/online/permanent/library/S46RNB52/pageimg,,,,,,,,,
bib-37,,,,,,,,,,,
bib-38,,https://www.google.com/books/edition/Summa_Geometriae_Practicae/A8VZAAAAcAAJ,bib-38_tp.png,bib-38_frontispiece.png,,,,,,,
bib-39,,https://www.google.com/books/edition/Della_Fortificatione_Delle_Citt%C3%A0/b6VmszXPLpwC,bib-39_tp.png,,,,,,,,
bib-39,1,http://jbc.bj.uj.edu.pl/publication/240733/content $z Jagiellonska Biblioteka Cyfrowa,,,,,,,,,
bib-40,,https://www.google.com/books/edition/Van_Den_Circkel/nVlRAAAAcAAJ,bib-40_tp.png,,,,,,,,
bib-40,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10147857-3,,,,,,,,,
bib-41,,https://www.google.com/books/edition/Ptolemaei_Planisphaerium_Iordani_planisp/4zs8AAAAcAAJ,bib-41_tp.png,,,,,,,,
bib-41,1,http://fermi.imss.fi.it/rd/bdv?/bdviewer/bid=000000300029,,,,,,,,,
bib-41,1,http://dx.doi.org/10.3931/e-rara-2196,,,,,,,,,
bib-41,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10150964-5,,,,,,,,,
bib-41,1,https://search.proquest.com/docview/2090350941,,,,,,,,,
bib-42,,https://www.google.com/books/edition/De_superficierum_diuisionibus_liber_Mach/dxA4kT-KjF8C,bib-42_tp.png,,,,,,,,
bib-42,1,http://books.google.be/books?vid=GENT900000031014,,,,,,,,,
bib-43,,https://www.google.com/books/edition/Tesoro_de_la_lengua_castellana_o_espa%C3%B1o/qKm8nzelynUC,bib-43_tp.png,,,,,,,,
bib-44,,https://www.google.com/books/edition/Le_Premier_tome_de_l_Architecture_de_Phi/t4IMD9xRcmUC,bib-44_tp.png,,,,,,,,
bib-44,1,http://gallica.bnf.fr/ark:/12148/bpt6k85636g.r=.langEN,,,,,,,,,
bib-44,1,https://search.proquest.com/docview/2090334683,,,,,,,,,
bib-45,,https://www.google.com/books/edition/OPERE_DI_ORONTIO_FINEO_DEL_DELFINATO/t2c9ZcwpeCIC,bib-45_tp.png,,,,,,,,
bib-45,1,http://fermi.imss.fi.it/rd/bdv?/bdviewer/bid=000000300008,,,,,,,,,
bib-46,,https://www.google.com/books/edition/Vsaige_Et_description_de_l_holometre_Pou/WvR1IBq2I9sC,bib-46_tp.png,,,,,,,,
bib-47,,https://www.google.com/books/edition/Usaige_et_description_de_l_Holometro_pou/RsZlAAAAcAAJ,bib-47_tp.png,,,,,,,,
bib-48,,https://www.google.com/books/edition/Descrittione_et_uso_dell_Holometro_per_s/M_AM_xx9gYwC,bib-48_tp.png,,,,,,,,
bib-49,,https://www.google.com/books/edition/Vsaige_Et_Description_De_L_Holometre/rNFZAAAAcAAJ,bib-49_tp.png,,,,,,,,
bib-50,,https://www.google.com/books/edition/De_holometri_fabrica_et_usu_instrumento/tElRAAAAcAAJ,bib-50_tp.png,,,,,,,,
bib-51,,https://www.google.com/books/edition/HYDROGRAPHIE_CONTENANT_LA_THEORIE_ET_LA/DzHoSJVK6RIC,bib-51_tp.png,,,,,,,,
bib-52,,https://www.google.com/books/edition/De_planis_triangulis_liber_unicus/Fxk8AAAAcAAJ,bib-52_tp.png,,,,,,,,
bib-53,,https://www.google.com/books/edition/Compendium_Geometri%C3%A6_practic%C3%A6_sive_pla/qH1mAAAAcAAJ,bib-53_tp.png,,,,,,,,
bib-54,,https://www.google.com/books/edition/L_art_de_fortifier_de_defendre_et_d_atta/DxNMAQAAMAAJ,bib-54_tp.png,,,,,,,,
bib-55,,https://www.proquest.com/docview/2090351057,bib-55_tp.jpg,,,,,,,,
bib-56,,https://www.proquest.com/docview/2090348572,bib-56_tp.jpg,,,,,,,,
bib-57,,https://www.google.com/books/edition/La_Geometrie_pratique_contenant_la_trigo/AutGNZEz6kEC,bib-57_tp.png,,,,,,,,
bib-58,,https://www.google.com/books/edition/L_usage_du_compas_de_proportion/eB1aAAAAcAAJ,bib-58_tp.png,,,,,,,,
bib-59,,https://www.google.com/books/edition/Cyclometrica_elementa_duo/7-1jAAAAcAAJ,bib-59_tp.png,,,,,,,,
bib-59,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10147881-7,,,,,,,,,
bib-59,1,http://books.google.be/books?vid=GENT900000030869,,,,,,,,,
bib-59,1,https://search.proquest.com/docview/2090352853,,,,,,,,,
bib-59,1,https://search.proquest.com/docview/2111769429,,,,,,,,,
bib-59,1,https://search.proquest.com/docview/2230613486,,,,,,,,,
bib-60,,https://www.google.com/books/edition/L_Idea_Della_Architettura_Universale/4xxQAAAAcAAJ,bib-60_tp.png,,,,,,,,
bib-61,,https://www.google.com/books/edition/De_organica_conicarum_sectionum_in_plano/6xNiAAAAcAAJ,bib-61_tp.png,,,,,,,,
bib-62,,https://www.google.com/books/edition/Geometria_Practica_Nova/p54_AAAAcAAJ,bib-62_tp.png,,,,,,,,
bib-63,,https://www.google.com/books/edition/Hypomnemata_mathematica_hoc_est_eruditus/nN1a0o452hUC,bib-63_tp.png,,,,,,,,
bib-64,,https://www.google.com/books/edition/Canon_mathematicus_seu_ad_triangula_cum/YnRq32DSbn0C,bib-64_tp.png,,,,,,,,
bib-64,1,http://gallica.bnf.fr/ark:/12148/bpt6k52673b,,,,,,,,,
bib-65,,https://www.google.com/books/edition/Francisci_Vietae_Supplementum_geometriae/1CNZ58r1pPUC,bib-65_tp.png,,,,,,,,
bib-66,,https://www.google.com/books/edition/Variorum_de_rebus_mathematicis_responsor/7_BCAAAAcAAJ,bib-66_tp.png,,,,,,,,
bib-67,,https://www.google.com/books/edition/Pseudo_mesolabum_alia_quaedam_adiuncta_c/XPvGck2vB1QC,bib-67_tp.png,,,,,,,,
bib-68,,https://www.google.com/books/edition/Ad_angularium_sectionum_analyticen_theor/75s_AAAAcAAJ,bib-68_tp.png,,,,,,,,
bib-69,,https://www.google.com/books/edition/Opera_mathematica/V40yjP9-mukC,bib-69_tp.png,,,,,,,,
bib-70,,https://www.google.com/books/edition/Les_fortifications_du_cheualier_Antoine/xPNL1qBTZnAC,bib-70_tp.png,,,,,,,,
bib-71,,https://www.google.com/books/edition/M_Vitrvvii_Pollionis_De_architectvra_lib/B6RoAAAAcAAJ,bib-71_tp.png,,,,,,,,
bib-71,1,http://architectura.cesr.univ-tours.fr/Traite/Notice/Barbaro1567lat.asp?param=,,,,,,,,,
bib-71,1,http://hdl.handle.net/2027/uc1.l0058153198,,,,,,,,,
bib-71,1,http://hdl.handle.net/2027/ucm.5324251139,,,,,,,,,
bib-71,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10195988-2,,,,,,,,,
bib-71,1,https://search.proquest.com/docview/2090355994,,,,,,,,,
bib-72,,https://www.google.com/books/edition/Methodus_admirandorum_mathematicorum/Zy9mAAAAcAAJ,bib-72_tp.png,,,,,,,,
bib-73,,https://www.google.com/books/edition/Methodus_admirandorum_mathematicorum_nov/J2um70tsaEIC,bib-73_tp.png,,,,,,,,
bib-74,,https://www.proquest.com/docview/2248549843,bib-74_tp.jpg,,,,,,,,
bib-75,,https://www.google.com/books/edition/Geometriae_theoricae_et_practicae_oder_V/taQIYAZZU78C,bib-75_tp.png,,,,,,,,
bib-76,,https://www.google.com/books/edition/Cosmographia_in_quatuor_libros_distribut/oIpV8g_tEt8C,bib-76_tp.png,,,,,,,,
bib-76,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10173655-7,,,,,,,,,
bib-77,,https://www.google.com/books/edition/Quattro_libri_geometrici_di_Silvio_Belli/u3m1ZcxmdogC,bib-77_tp.png,,,,,,,,
bib-78,,https://www.google.com/books/edition/Cours_de_math%C3%A9matique/FZFjAAAAcAAJ,bib-78_tp.png,,,,,,,,
bib-79,,https://www.google.com/books/edition/Matematiche_Discipline/ia5GAAAAcAAJ,bib-79_tp.png,,,,,,,,
bib-80,,https://www.google.com/books/edition/La_geometrie_pratique/_q02AAAAMAAJ,bib-80_tp.png,,,,,,,,
bib-82,,https://www.google.com/books/edition/Io_Buteonis_delphinatici_opera_geometric/qu9EAQAAMAAJ,bib-82_tp.png,,,,,,,,
bib-82,1,https://search.proquest.com/docview/2090319554,,,,,,,,,
bib-83,,https://www.google.com/books/edition/Opera_geometrica/pgs8AAAAcAAJ,bib-83_tp.png,,,,,,,,
bib-83,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164555-2,,,,,,,,,
bib-84,,https://www.google.com/books/edition/Le_due_prime_parti_della_Geometria_famig/hOdmAAAAcAAJ,bib-84_tp.png,,,,,,,,
bib-85,,https://www.google.com/books/edition/Fabrica_et_uso_del_compasso_di_proportio/P0dbAAAAcAAJ,bib-85_tp.png,,,,,,,,
bib-86,,https://books.google.com/books/edition/Fabrica_et_vso_del_compasso_di_proportio/TGqAyDxSot0C,bib-86_tp.png,,,,,,,,
bib-87,,https://www.google.com/books/edition/Dell_Arte_Del_Misurare_Libri_Due_Nel_Pri/NCFaAAAAcAAJ,bib-87_tp.png,,,,,,,,
bib-88,,https://www.google.com/books/edition/Dell_arte_del_misvrare/Zqw2AAAAMAAJ,bib-88_tp.png,,,,,,,,
bib-89,,https://www.google.com/books/edition/De_lineis_rectis_se_invicem_secantibus_s/mCEOAAAAQAAJ,bib-89_tp.png,,,,,,,,
bib-92,,https://www.google.com/books/edition/Scala_grimaldelli_libro_di_aritmetica_e/X_gSexapG40C,bib-92_tp.png,,,,,,,,
bib-93,,https://www.google.com/books/edition/Pratica_d_arithmetica_e_geometria_etc/4YxmAAAAcAAJ,bib-93_tp.png,,,,,,,,
bib-94,,https://www.google.com/books/edition/Pratica_d_arithmetica_e_geometria_Di_nuo/jVkG7NFxtLQC,bib-94_tp.png,,,,,,,,
bib-95,,https://www.google.com/books/edition/P_Petri_Galtruchii_Mathematic%C3%A6_totius_c/7KY2AAAAMAAJ,bib-95_tp.png,bib-95_frontispiece.png,,,,,,,
bib-96,,https://www.google.com/books/edition/Philosophiae_ac_mathematicae_totius_clar/iXkPAAAAQAAJ,bib-96_tp.png,,,,,,,,
bib-97,,https://www.google.com/books/edition/Ioannis_Camilli_Gloriosi_Exercitationum/Hh3q2dFBfKsC,bib-97_tp.png,,,,,,,,
bib-98,,https://www.google.com/books/edition/Ioannis_Camilli_Gloriosi_Exercitationum/-xRoCswfPmIC,bib-98_tp.png,,,,,,,,
bib-99,,https://www.google.com/books/edition/Neue_und_Gr%C3%BCndliche_Mathematische_Fried/wrZ_XvqxTjUC,bib-99_tp.png,bib-99_frontispiece.png,,,,,,,
bib-100,,https://www.google.com/books/edition/Modo_di_misurare_le_fabriche/Hk4HAAAAcAAJ,bib-100_tp.png,,,,,,,,
bib-101,,https://www.google.com/books/edition/Geometria_compendiose_adornata/1HpmAAAAcAAJ,bib-101_tp.png,,,,,,,,
bib-102,,https://www.google.com/books/edition/Teutscher_Euclides/EJY_AAAAcAAJ,bib-102_tp.png,,,,,,,,
bib-103,,https://www.google.com/books/edition/Tractate_der_Mechanischen_Instrumenten/E85UAAAAcAAJ,bib-103_tp.png,,,,,,,,
bib-104,,https://www.google.com/books/edition/Problema_duplatio_trianguli_aequilateri/2ayX9egPSFQC,bib-104_tp.png,,,,,,,,
bib-105,,https://www.google.com/books/edition/De_quadrante_geometrico_libellus_In_quo/pRN0YLpUbccC,bib-105_tp.png,,,,,,,,
bib-105,1,http://data.onb.ac.at/ABO/+Z178840803,,,,,,,,,
bib-105,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00092016-5,,,,,,,,,
bib-106,,https://www.google.com/books/edition/Systema_compendiosum_totius_mathematices/9WMVAAAAQAAJ,bib-106_tp.png,,,,,,,,
bib-107,,https://www.proquest.com/docview/2240853928,bib-107_tp.jpg,,,,,,,,
bib-108,,https://www.proquest.com/docview/2090351283,bib-108_tp.jpg,,,,,,,,
bib-110,,https://www.google.com/books/edition/Nouveaux_elemens_de_geometrie_ou_de_la_m/1Ozn-y3umz0C,bib-110_tp.png,,,,,,,,
bib-111,,https://www.google.com/books/edition/Pratique_de_la_g%C3%A9om%C3%A9trie_sur_le_papier/JApUAAAAcAAJ,bib-111_tp.png,,,,,,,,
bib-112,,https://www.google.com/books/edition/Pratiqve_de_la_geometrie_svr_le_papier_e/KTm8BDJPn5cC,bib-112_tp.png,,,,,,,,
bib-113,,https://www.google.com/books/edition/Trait%C3%A9_de_g%C3%A9om%C3%A9trie/KhgHAAAAcAAJ,bib-113_tp.png,,,,,,,,
bib-114,,https://www.google.com/books/edition/Nine_geometricall_exercises_for_young_se/MalkAAAAcAAJ,bib-114_tp.png,,,,,,,,
bib-115,,https://www.proquest.com/docview/2240955967,bib-115_tp.jpg,,,,,,,,
bib-116,,https://www.proquest.com/docview/2230616353,bib-116_tp.png,,,,,,,,
bib-117,,https://www.proquest.com/docview/2090352683,bib-117_tp.jpg,,,,,,,,
bib-118,,https://www.proquest.com/docview/2090363276,bib-118_tp.jpg,,,,,,,,
bib-119,,https://www.google.com/books/edition/Manuale_arithmetic%C4%99_et_geometri%C4%99_pract/wYjTCmn_0nwC,bib-119_tp.png,,,,,,,,
bib-120,,https://www.proquest.com/docview/2240974534,bib-120_tp.jpg,,,,,,,,
bib-121,,https://www.google.com/books/edition/Aetonensis_quondam_Collegii_Realis_in_Ca/IjgPAAAAQAAJ,bib-121_tp.png,,,,,,,,
bib-122,,https://www.google.com/books/edition/Joannis_Baptistae_Palmae_Neapolitani_In/GNWsXiZlboMC,bib-122_tp.png,,,,,,,,
bib-123,,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10525716-1,bib-123_tp.png,,,,,,,,
bib-124,,https://www.proquest.com/docview/2090354313,bib-124_tp.jpg,,,,,,,,
bib-125,,https://books.google.com/books/edition/La_geometria_prattica_di_Gio_Pomodoro_ve/eneXpRnKCNEC,bib-125_tp.png,,,,,,,,
