elements_books,additional_content,wardhaugh_classification,key,short_title,short_title_source,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,year_num,city_clean,language_clean,period_25
1–6,,DOU,Rotterdam_1681,,,1681,Rotterdam,DUTCH,Jan Pietersz Dou,Abraham van Waesberge,8.0,1.0,,,,1681.0,Rotterdam,DUTCH,1675-1699
1-6,,CLAVIUS,Paris_1682a,"Les six premiers Livres des Elemens d’Euclide, in Ouvres posthumes",Specified in source,1682,Paris,FRENCH,"Jacques Rohault, Claude Clerselier",Guillaume Desprez,4.0,1.0,,"According to the Esprit des livres DB (http://el.enc.sorbonne.fr/cataloguevente/manuscrit530.php), this book was part of Étienne François Geoffroy's (1672-1731) catalogue de vente (the actual sale was conducted at 1731).",,1682.0,Paris,FRENCH,1675-1699
"1–6, 11–12",,CLAVIUS,Lausanne_1683,"Les Élémens d'Euclide, expliquez d'une manière nouvelle …  par le P. Claude-François Milliet-Dechales",Provided by catalog,1683,Lausanne,FRENCH,Claude-François Milliet Dechales,David Gentil,12.0,1.0,6124211,,,1683.0,Lausanne,FRENCH,1675-1699
1–15,Data,MAGNIENUS/GRACILIS and DASYPODIUS,Rouen_and_Paris_1683,,,1683,"Rouen, Paris",FRENCH,Denis Henrion,Laurent d’Houry,8.0,2.0,,,,1683.0,"Rouen, Paris",FRENCH,1675-1699
1–6,,CLAVIUS,Bologna_1684,,,1684,Bologna,LATIN,D. Joanni Franciso Polo,Iosephi Longi,8.0,1.0,,,,1684.0,Bologna,LATIN,1675-1699
1–15,Data,MAGNIENUS/GRACILIS and DASYPODIUS,Rouen_and_Paris_1685,"Les quinze livres des Elemens geometriques d'Euclide; et son Livre des donnez avec des commentaires beaucoup plus amples & beaucoup plus faciles que dans les editions precedentes, et un Traité sommaire de l'algebre par le Sieur Henrion.",Provided by catalog,1685,"Rouen, Paris",FRENCH,Denis Henrion,J. JOMBERT,8.0,2.0,3142241,,,1685.0,"Rouen, Paris",FRENCH,1675-1699
1–6,,CLAVIUS,The_Hague_1690,,,1690,The Hague,FRENCH,Jacques Rohault,Henry van Bulderen,12.0,3.0,,,,1690.0,The Hague,FRENCH,1675-1699
1-6,,CLAVIUS,Leiden_1691,Euclidis Elementorum Sex Libri Priores Demonstrati,Specified in source,1691,Leiden,LATIN,Henrick Coets,Daniel van Gaesbeek,4.0,1.0,-,,,1691.0,Leiden,LATIN,1675-1699
1–6,,CLAVIUS,Leiden_1692,,,1692,Leiden,LATIN,Henrick Coets,Daniel van Gaesbeek,4.0,1.0,-,,,1692.0,Leiden,LATIN,1675-1699
"1–6, 11–12",,CLAVIUS,Paris_1693,Cours de mathematique,Specified in source,1693,Paris,FRENCH,Jacques Ozanam,Jean Jombert,8.0,5.0,,"Ozanam's ""The Elemens"" is part of the ""Cours de mathematique"", which is a compendium of mathematical treatises forming parts of a course.",,1693.0,Paris,FRENCH,1675-1699
"1–6, 11–12",,CLAVIUS,Vienna_1694,Teutsch-Redender Euclides,Specified in source,1694,Vienna,GERMAN,Anton Ernst Burckhard von Pirckenstein,Philipp Fievets,4.0,1.0,-,Author's name: PIRCKENSTEIN (or BIRCKENSTEIN).,,1694.0,Vienna,GERMAN,1675-1699
1–16,,CLAVIUS,Amsterdam_1695,,,1695,Amsterdam,DUTCH,Claas Janszen Vooght,Johannes van Keulen,4.0,1.0,-,,,1695.0,Amsterdam,DUTCH,1675-1699
"1–6, 11–12",,CLAVIUS,Amsterdam_1697,,,1697,Amsterdam,FRENCH,Jacques Ozanam,George Gallet,8.0,5.0,,,,1697.0,Amsterdam,FRENCH,1675-1699
"1–6, 11–12",,CLAVIUS,Paris_1697,,,1697,Paris,"FRENCH, LATIN",Jacques Ozanam,Jean Jombert,8.0,5.0,,,,1697.0,Paris,FRENCH | LATIN,1675-1699
"1–6, 11–12",,CLAVIUS,Lübeck_and_Frankfurt_1699,"Teutsch-Redender Euclides, oder Acht Bücher Von Denen Anfängen der Mess=Kunst: Auff eine neue und gantz leichte Art, zu Nutzen, allen Generalen, Ingeniern, Natur- und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern in Teutscher Sprach eingerichtet und bewiesen",Provided by catalog,1699,"Lübeck, Frankfurt",GERMAN,Anton Ernst Burckhard von Pirckenstein,Johann Wiedemeyer,4.0,1.0,2683395,,,1699.0,"Lübeck, Frankfurt",GERMAN,1675-1699
1–15,,CLAVIUS,Naples_1701,,,1701,Naples,LATIN,Elias Astorinus,Felicis Mosca,8.0,1.0,-,,,1701.0,Naples,LATIN,1700-1724
1–6,,MAGNIENUS/GRACILIS and DASYPODIUS,Milan_1702,,,1702,Milan,ITALIAN,Pietro Paolo Caravaggi,Giacinto Brenna,6.0,1.0,-,,,1702.0,Milan,ITALIAN,1700-1724
1–6,,COMMANDINO,Naples_1702,,,1702,Naples,LATIN,Porpora,Carlo Porpora,8.0,1.0,-,,,1702.0,Naples,LATIN,1700-1724
1-15,,HÉRIGONE/BARROW,London_1705,,,1705,London,ENGLISH,Isaac Barrow,E. Redmayne,12.0,,,,,1705.0,London,ENGLISH,1700-1724
1–6,,TACQUET,Kiel_Hamburg_and_Leipzig_1697,"Samuel Reyhers, Icti, Bey der Hoch-Fürstl. Holst. Universität Codic. und Mathematum Prof. In Teutscher Sprache vorgestellter Euclides, Dessen VI. erste Bücher auf sonderbahre Art, Mit Algebraischen Zeichen, also eingerichtet sind, daß man derselben Beweise auch in andern Sprachen gebrauchen kan",Provided by catalog,1697,"Hamburg, Leipzig",GERMAN,Samuel Reyher,,4.0,,2646026,,,1697.0,"Hamburg, Leipzig",GERMAN,1675-1699
1-6,,CLAVIUS,s.l_1650,,,1650,,LATIN,,,8.0,,,"Extracted presumably from Rome 1629/Graz 1636. The only copy known to us, at the Sächsische LandesbibliothekStaats- und Universitätsbibliothek Dresden, lacks a title page; we transcribe as its title the heading at the beginning of the main text. The library gives its date as ‘circa 1650’; we have not found any further relevant evidence.",,1650.0,,LATIN,1650-1674
1-15,"Optica, Catoptrica, Introductio harmonica, Sectio canonis, Phaenomena, Data, De Divisionibus, De levi et ponderoso",GREGORY,Oxford_1703,"Eukleidou Ta Swzomena, Euclidis quae supersunt omnia",Specified in source,1703,Oxford,"LATIN, GREEK",David Gregory,,2.0,1.0,,"Printed at ""Theatro Sheldoniano"". ",,1703.0,Oxford,LATIN | GREEK,1700-1724
1-15,,CLAVIUS,Utrecht_n.d,De vijfthien boecken Euclides,Provided by catalog,,Utrecht,DUTCH,Nienrode,,8.0,,1012100,"The book gives no direct indication of its date of printing; it is sometimes catalogued c. 1615, sometimes c. 1630, but the evidence on which these conjectures are based is not clear. The introduction mentions the six-book version of Dou (1606) and the fteen-book version of van Schooten (1617) as well as the earlier Latin versions of Ramus, Proclus, Commandino, Peletarius and Clavius: thus it can be placed no earlier than 1617. It is perhaps unlikely to have been printed after the 1662 reimpression of the van Schooten edition. The only other published work of (this) Cornelis van Nienrode appears to be a work on the circle, Volkomen proportie des circkels diameter teghen synen ronden om-loop printed at Utrecht in 1628.",,,Utrecht,DUTCH,missing
1-6,,,Lyon_1603,In geometriam Euclidis prioribus sex Elementorum libris comprehensam Demonstratio linealis Numeralis,Specified in source,1603,Lyon,LATIN,Christoffer Dybvad,Johannes Janssonius,4.0,1.0,,Christophorus Guyotius was the Typographer. ,,1603.0,Lyon,LATIN,1600-1624
1-15,,,Paris_1667,Nouveaux Élémens de géométrie,Specified in source,1667,Paris,FRENCH,Antoine Arnauld,Charles Savreux,4.0,1.0,,,,1667.0,Paris,FRENCH,1650-1674
1-6,,,Livorno_1709,Euclides reformatus,Specified in source,1709,Livorno,LATIN,Angelo Marchetti,Jacob Valsif,4.0,1.0,,,,1709.0,Livorno,LATIN,1700-1724
"1-6, 11-12",,,Uppsala_1741,Euclidis elementorum libri sex priores una cum undecimo et duodecimo,Specified in source,1741,Uppsala,LATIN,Samuel Klingenstierna,Höjer,8.0,1.0,,,,1741.0,Uppsala,LATIN,1725-1749
1-9,,,Pisa_1658,"Euclides restitutus, sive prisca geometriae elementa",Specified in source,1658,Pisa,LATIN,Giovanni Alfonso Borelli,Francisci Honophi,4.0,1.0,,,,1658.0,Pisa,LATIN,1650-1674
1-5,,,Paris_1675,"Elemens des mathematiques, ou principes generaux de toutes les sciences qui ont les grandeurs pour objet",Specified in source,1675,Paris,FRENCH,Jean Prestet,Pralard,4.0,1.0,,,,1675.0,Paris,FRENCH,1675-1699
1-15,,,Rome_1680,"Euclide Restituto, overo gli antichi elementi geometrici ristaurati e facilitati",Specified in source,1680,Rome,ITALIAN,Vitale Giordano da Bitonto,Angelo Bernabò,2.0,1.0,1750133,,,1680.0,Rome,ITALIAN,1675-1699
1-5,,,Paris_1685,Les elemens de geometrie,Specified in source,1685,Paris,FRENCH,Bernard Lamy,André Pralard,8.0,1.0,,,,1685.0,Paris,FRENCH,1675-1699
1-15,,,Nuremberg_1625,Euclidis elementa practica oder Ausszug aller Problematum und Handarbeiten auss den 15 Büchern Euclidis,Specified in source,1625,Nuremberg,GERMAN,Lucas Brunn,Simon Halbmayer,4.0,1.0,,,,1625.0,Nuremberg,GERMAN,1625-1649
1-6,,,London_1747,Elements of Plane Geometry,Specified in source,1747,London,ENGLISH,Thomas Simpson,Samuel Farrer,8.0,1.0,,,,1747.0,London,ENGLISH,1725-1749
1-6,,,Glasgow_1756,Euclidis Elementorum libri priores sex item undecimus et duodecimus ex versione latina Federici Commandini,Specified in source,1756,Glasgow,LATIN,Robert Simson,"Robert Foulis, Andrew Foulis",4.0,1.0,,,,1756.0,Glasgow,LATIN,1750-1774
"1-6, 11-12",,,The_Hague_1758,Elemens de geometrie contenant les six premiers livres d’Euclide,Specified in source,1758,The Hague,FRENCH,"A. Kuypers, Johann Samuel König",Henri Scheurleer,4.0,1.0,,,,1758.0,The Hague,FRENCH,1750-1774
"1-6, 11-12",,,London_1789,Elements of Geometry,Specified in source,1789,London,ENGLISH,John Bonnycastle,J. Johnson,8.0,1.0,,,,1789.0,London,ENGLISH,1775-1799
1-8,,,Paris_1794,Éléments de géométrie avec des notes,Specified in source,1794,Paris,FRENCH,Adrien-Marie Legendre,Firmin Didot,8.0,1.0,,,,1794.0,Paris,FRENCH,1775-1799
1-6,,,Edinburgh_1795,"Elements of Geometry, containing the first six books of Euclid with two books on the geometry of solids",Specified in source,1795,Edinburgh,ENGLISH,John Playfair,"Bell, Bradfute",8.0,1.0,,,,1795.0,Edinburgh,ENGLISH,1775-1799
1-7,,,Paris_1814,Les Oevres d'Euclide,Specified in source,1814,Paris,"LATIN, FRENCH, GREEK",François Peyrard,M. Patris,4.0,1.0,-,"Angela's title: ""EUKLEIDOU TA SWZOMENA, Euclidis quae supersunt, Les oeuvres d’Euclide"".",,1814.0,Paris,LATIN | FRENCH | GREEK,1800-1824
1,,,Nuremberg_1821,Mathematisch-critische Bearbeitung des ersten Buchs der Elemente Euclid’s,Specified in source,1821,Nuremberg,GERMAN,Johann Wolfgang Müller,"Riegel, Wiesner",8.0,1.0,,,,1821.0,Nuremberg,GERMAN,1800-1824
1-6,,,Berlin_1824,EUCLIDIS ELEMENTORUM LIBRI SEX PRIORES  ,Specified in source,1824,Berlin,"GREEK, LATIN","Johann Wilhelm von Camerer, Karl Friedrich Hauber",G. Reimer,8.0,1.0,,,,1824.0,Berlin,GREEK | LATIN,1800-1824
1-13,,,Leipzig_1883,EUCLIDIS OPERA OMNIA,Specified in source,1883,Leipzig,"GREEK, LATIN","Johan Ludvig Heiberg, Heinrich Menge",B. G. Teubner,,1.0,,,,1883.0,Leipzig,GREEK | LATIN,1875-1899
"1-6, 11-12",,,Antwerp_1665,,,1665,Antwerp,LATIN,André Tacquet,Jacob Meursius,8.0,1.0,,,,1665.0,Antwerp,LATIN,1650-1674
1-13,,,Rome_1695,,,1695,Rome,LATIN,Giovanni Alfonso Borelli,Dominicus Antonius Hercules,12.0,1.0,,,,1695.0,Rome,LATIN,1675-1699
1-6,,,Uppsala_1642,In geometriam Euclidis demonstrationum libri sex,Specified in source,1642,Uppsala,LATIN,Martinus Erici Gestrinius,Eschillus Matthiae,,1.0,,,,1642.0,Uppsala,LATIN,1625-1649
1–16,,,Mainz_1611_1612,"Geometria Practica, Arithmetica Practica, Algebra",Provided by catalog,1611/1612,Mainz,LATIN,Christopher Clavius,Reinhardus Eltz,2.0,1.0,2068332,,,1611.0,Mainz,LATIN,1600-1624
,"Optica, Catoptrica",,Paris_1557a,,,1557,Paris,LATIN,Jean de la Pène,Guillaume Cavellat,4.0,,,,,1557.0,Paris,LATIN,1550-1574
,"Introductio harmonica, Sectio canonis",,Paris_1557b,,,1557,Paris,"GREEK, LATIN",Jean de la Pène,Andreas Wechelus,4.0,,,,,1557.0,Paris,GREEK | LATIN,1550-1574
,Catoptrica,,Strasbourg_1557,,,1557,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Conradum Dasypodium,4.0,,,,,1557.0,Strasbourg,GREEK | LATIN,1550-1574
,Phaenomena (enunciations),,Messina_1558,,,1558,Messina,LATIN,Francesco Maurolico,Petrus Spira,2.0,,-,,,1558.0,Messina,LATIN,1550-1574
,De levi et ponderoso,,Paris_1565a,"Les septième, huitième et neuvième livres des Éléments d’Euclide",Specified in source,1565,Paris,FRENCH,Pierre Forcadel,Charles Perier,4.0,1.0,,,,1565.0,Paris,FRENCH,1550-1574
,"Introductio harmonica, Sectio canonis",,Paris_1566b,Le livre de la musique,Provided by catalog,1566,Paris,FRENCH,Pierre Forcadel,Charles Perier,8.0,1.0,30241,,,1566.0,Paris,FRENCH,1550-1574
,"Optica, Catoptrica",,Florence_1573,,,1573,Florence,ITALIAN,Ignazio Danti,Giunti,4.0,,,,True,1573.0,Florence,ITALIAN,1550-1574
,"Optica, Catoptrica",,Madrid_1585,,,1585,Madrid,SPANISH,Pedro Ambrosio Ondériz,Viuda de Alonso Gomez,4.0,,,,,1585.0,Madrid,SPANISH,1575-1599
,"Optica, Catoptrica (enunciations)",,Leiden_1599,,,1599,Leiden,LATIN,Jean de la Pène,,4.0,,,,,1599.0,Leiden,LATIN,1575-1599
,"Optica, Catoptrica",,Paris_1604,,,1604,Paris,LATIN,Jean de la Pène,Dionysius Duvallius,4.0,,,,,1604.0,Paris,LATIN,1600-1624
,Optica,,Le_Mans_1663,,,1663,Le Mans,FRENCH,Roland Fréart,IACQVES YSAMBART,4.0,,,,,1663.0,Le Mans,FRENCH,1650-1674
,Geometria,,Venice_1491,Opera,Provided by catalog,1491,Venice,LATIN,,Giovanni and Gregorio De Gregori,2.0,2.0,996750,"We don't have the title page, and from the wording of the title we do have, I suspect there is no title page
The EiP title is: ""
[Part 1]: Haec sunt opera Boetii: quae in hoc volumine continentur.
[Part 2]: Incipit tabula super libris Boetij de consolatione philo-sophiae secundum ordinem alphabeti.
""",True,1491.0,Venice,LATIN,1475-1499
,Geometria,,Venice_1498,,,1498,Venice,LATIN,Giorgio Valla,,2.0,3.0,,rendering doesn't work LIRI,,1498.0,Venice,LATIN,1475-1499
,Geometria (extract),,Paris_1500,,,1500,Paris,LATIN,Johannes de Sacrobosco,,2.0,,,,True,1500.0,Paris,LATIN,1500-1524
,Geometria,,Paris_1507,,,1507,Paris,LATIN,Johannes de Sacrobosco,Henri Estienne,2.0,,,,,1507.0,Paris,LATIN,1500-1524
,Geometria,,Paris_1511,,,1511,Paris,LATIN,Johannes de Sacrobosco,Henri Estienne,2.0,,,,,1511.0,Paris,LATIN,1500-1524
,Geometria,,Paris_1516a,,,1516,Paris,LATIN,Johannes de Sacrobosco,Henri Estienne,2.0,,,,,1516.0,Paris,LATIN,1500-1524
,Geometria,,Paris_1521,"Textus de Sphaera, introductoria additione commentarioque ad utilitatem studentium philosophiae Parisiensis Academiae illustratus, cum compositione annuli astronomici et geometria",Provided by catalog,1521,Paris,LATIN,Johannes de Sacrobosco,Simon de Colines,2.0,,145470,,,1521.0,Paris,LATIN,1500-1524
,Geometria,,Paris_1527,,,1527,Paris,LATIN,Johannes de Sacrobosco,Simon de Colines,2.0,,,,,1527.0,Paris,LATIN,1525-1549
,Geometria,,Paris_1531,,,1531,Paris,LATIN,Johannes de Sacrobosco,Simon de Colines,2.0,,,,,1531.0,Paris,LATIN,1525-1549
,Geometria,,Paris_1534,,,1534,Paris,LATIN,Johannes de Sacrobosco,Simon de Colines,2.0,,,,,1534.0,Paris,LATIN,1525-1549
,Geometria,,Paris_1538,,,1538,Paris,LATIN,Johannes de Sacrobosco,Simon de Colines,2.0,,,,,1538.0,Paris,LATIN,1525-1549
,Geometria,,Basel_1546a,,,1546,Basel,"DUTCH, LATIN",,Henrichum Petrum,2.0,,,,,1546.0,Basel,DUTCH | LATIN,1525-1549
,Phaenomena (enunciations),,Strasbourg_1572,,,1572,Strasbourg,LATIN,Conrad Dasypodius,Christian Mehl,8.0,,,,,1572.0,Strasbourg,LATIN,1550-1574
,Phaenomena,,Rome_1591,"Phaenomena post Zamberti, & Maurolyci editionem, nunc tandem de Vaticana. bibliotheca deprompta. Scholiis antiquis: & figuris optimis illustrata: & de Graeca lingua in Latinam conversa. A Iosepho. Auria. Neapolitano. His additae sunt Maurolyci breves aliquot annotationes",Provided by catalog,1591,Rome,LATIN,Guiseppe Auria,Giovanni Martinelli,4.0,,828485,,,1591.0,Rome,LATIN,1575-1599
,"Introductio harmonica, Sectio canonis",,Rome_1593,,,1593,Rome,LATIN,Antonio Possevino,Typographia Apostolica Vaticana,2.0,,,,,1593.0,Rome,LATIN,1575-1599
,"Introductio harmonica, Sectio canonis",,Venice_1603,,,1603,Venice,LATIN,Antonio Possevino,Altobello Salicato,2.0,,,,,1603.0,Venice,LATIN,1600-1624
,Geometria,,Basel_1570,,,1570,Basel,"DUTCH, LATIN",,Henricpetra,2.0,,,,,1570.0,Basel,DUTCH | LATIN,1550-1574
,"Introductio harmonica, Sectio canonis",,Cologne_1607a,,,1607,Cologne,LATIN,Antonio Possevino,Ioannem Gymnicum,2.0,,,,,1607.0,Cologne,LATIN,1600-1624
,"Optica, Catoptrica (enunciations)",,Leipzig_1607,,,1607,Leipzig,LATIN,Christoph Meurer,Abraham Lamberg,8.0,,-,no copies according to EiP,,1607.0,Leipzig,LATIN,1600-1624
,Phaenomena,,Rome_1609,,,1609,Rome,LATIN,Guiseppe Auria,Giovanni Martinelli,4.0,,-,,,1609.0,Rome,LATIN,1600-1624
,Data,,Paris_1625,,,1625,Paris,"GREEK, LATIN",Claude Hardy,Melchioris Mondiere,4.0,,,,,1625.0,Paris,GREEK | LATIN,1625-1649
,Phaenomena,,Paris_1626b,,,1626,Paris,LATIN,,Rob. Stephani,6.0,,-,Paris 1626a in EiP; no copies according to EiP,,1626.0,Paris,LATIN,1625-1649
,"Introductio harmonica, Sectio canonis",,Amsterdam_1652,,,1652,Amsterdam,LATIN,Marcus Meibom,Ludovicum Elzevirium,4.0,2.0,,,,1652.0,Amsterdam,LATIN,1650-1674
,Data,,Cambridge_1657,,,1657,Cambridge,LATIN,Isaac Barrow,,,,-,,,1657.0,Cambridge,LATIN,1650-1674
,,,70Q8M8,Breve compendium artis geometrie,Specified in source,1495,Paris,LATIN,"Thomas Bradwardine, Pedro Ciruelo",Guy Marchant,4.0,1.0,201284,,,1495.0,Paris,LATIN,1475-1499
,,,IC4Y79,De expetendis et fugiendis rerum opus,Specified in source,1501,Venice,LATIN,Giorgio Valla,"Aldo Manuzio, Giampietro Valla",2.0,1.0,861868,,,1501.0,Venice,LATIN,1500-1524
,,,TTORPR,Elementale geometricum ex Euclidis geometria,Specified in source,1528,Vienna,LATIN,"Johannes Vögelin, Johann Alexander Brassicanus",Johann Singriener,4.0,1.0,649740,,,1528.0,Vienna,LATIN,1525-1549
,,,FA6MQ0,"The Pathway to Knowledg, containing the First Principles of Geometrie",Specified in source,1551,London,ENGLISH,Robert Recorde,Reyner Wolfe,4.0,1.0,504669,,,1551.0,London,ENGLISH,1550-1574
,,,WWE4ON,Arithmeticae theoria et praxis,Specified in source,1656,Leuven,LATIN,André Tacquet,Cyprian Conesteyn,8.0,1.0,1550212,,,1656.0,Leuven,LATIN,1650-1674
,,,ZQA6JR,Elementa geometriae planae,Specified in source,1669,Rome,LATIN,Gilles François Gottignies,Angelo Bernabò,12.0,1.0,1713879,,,1669.0,Rome,LATIN,1650-1674
1-6,,,F2WVY3,"The English Euclide, being The First Six Elements of Geometry, translated out of the Greek",Specified in source,1705,Oxford,ENGLISH,Edmund Scarburgh,Theatrum Sheldonianum,,1.0,,,,1705.0,Oxford,ENGLISH,1700-1724
1-6,,,2L8L55,"Sex priora Euclidis elementa, quibus accesserunt undecimum, & duodecimum",Specified in source,1719,Bologna,LATIN,Geminiano Rondelli,Longhi,,1.0,,,,1719.0,Bologna,LATIN,1700-1724
"1-6, 11-12",,,473J72,"The Six First, Together with the Eleventh and the Twelfth Books of Euclid’s Elements, Demonstrated after a New, Plain, and Easie Method",Specified in source,1726,London,ENGLISH,Henry Hill,William Pearson,,1.0,,,,1726.0,London,ENGLISH,1725-1749
"1-6, 11-13",,,RSEIPO,Elementi geometrici piani e solidi di Euclide posti brevemente in volgare,Specified in source,1731,Florence,ITALIAN,Guido Grandi,Tartini,,1.0,,,,1731.0,Florence,ITALIAN,1725-1749
"1-6, 11-12",,,QX7XH4,"The Elements of Euclid, viz. the first Six Books together with the Eleventh and Twelfth. In this Edition, the Errors, by which Theon, or others, have long ago Vitiated these Books, are Corrected, and some of Euclid’s Demonstrations are Restored",Specified in source,1756,Glasgow,ENGLISH,Robert Simson,"Andrew Foulis, Robert Foulis",,1.0,,,,1756.0,Glasgow,ENGLISH,1750-1774
,,,BQ96WF,"Anfangsgründe der Arithmetik, Geometrie, ebenen und sphärischen Trigonometrie und Perspectiv",Specified in source,1758,Göttingen,GERMAN,Abraham Gotthelf Kästner,Vandenhoeck,,1.0,,,,1758.0,Göttingen,GERMAN,1750-1774
,,,6XTAVU,Elements of Geometry,Specified in source,1760,London,ENGLISH,Thomas Simpson,J. Nourse,,1.0,,,,1760.0,London,ENGLISH,1750-1774
1-8,,,KVSFF1,Éléments de géométrie avec des notes,Specified in source,1799,Paris,FRENCH,Adrien-Marie Legendre,Firmin Didot,,1.0,,,,1799.0,Paris,FRENCH,1775-1799
,,,ZNLALU,L'arithmetique ,Specified in source,1560,Paris,FRENCH,"Gemma Frisius, Pierre Forcadel",Guillaume Cavellat,4.0,1.0,37755,,,1560.0,Paris,FRENCH,1550-1574
,,,1QQS64,La castrametation,Specified in source,1618,Rotterdam,FRENCH,Simon Stevin,Janvan Waesberge,2.0,1.0,1029447,,,1618.0,Rotterdam,FRENCH,1600-1624
,,,4ZSED7,"Pselli philosophi et mathematici clarissimi geometria edita studio M. Christophori meureri, mathematum professoris publici in academia Lipsiensi.",Specified in source,1589,Leipzig,LATIN,"Michael, Joachim Tancke, Philipp Melanchthon",Hans Steinmann,8.0,1.0,688550,,,1589.0,Leipzig,LATIN,1575-1599
,,,JTZKPV,"Pictoribus, fabris erariis ac lignariis quatuor his suarum institutionum geometricarum libris, lineas, superficies et solida corpora tractavit",Specified in source,1532,Paris,LATIN,"Albrecht Dürer, Joachim Camerarius",Chrestien Wechel,2.0,1.0,181404,,,1532.0,Paris,LATIN,1525-1549
1-6,,,8DP4C1,I primi sei libri de gl’Elementi d’Euclide ridotti alla Prattica,Invented by enterer,1613,Bologna,ITALIAN,Pietro Antonio Cataldi,Bartolomeo Cochi,,1.0,,"No digital scan found for 1613, only 1620. So I [Max] saw no possiblity to complete the entries. ",,1613.0,Bologna,ITALIAN,1600-1624
7-10,,,Lund_1855,"Öfversättning och bearbetning af sjunde, åttonde, nionde och tionde böckerna af Euclids Elementer",Specified in source,1855,Lund,SWEDISH,Abraham Rundbäck,Berlingena,,1.0,-,ref: https://books.google.com/books/about/%C3%96fvers%C3%A4ttning_och_bearbetning_af_sjund.html?id=JWe2NQAACAAJ,,1855.0,Lund,SWEDISH,1850-1874
,,,Lisbon_1735,"Elementos de geometria plana, e solida, segundo a ordem de Euclides",Specified in source,1735,Lisbon,PORTUGUESE,Manoel de Campos,Rita Cassiana,,1.0,,,,1735.0,Lisbon,PORTUGUESE,1725-1749
,,,Lyon_1669,Synopsis geometrica,Specified in source,1669,Lyon,LATIN,Honoré Fabri,Antonius Molin,12.0,1.0,6099928,,,1669.0,Lyon,LATIN,1650-1674
,,,Paris_1739,La science des géomètres,Specified in source,1739,Paris,FRENCH,Abbé Deidier,Charles Antoine Jombert,2.0,1.0,,https://www.librairie-koegui.fr/categories/livres-illustres/livres-illustres-anciens/la-science-des-geometres.html,,1739.0,Paris,FRENCH,1725-1749
1-6,,,Oxford_1705,"The English Euclide, being The First Six Elements of Geometry, translated out of the Greek",Specified in source,1705,Oxford,ENGLISH,Edmund Scarburgh,,2.0,1.0,-,https://catalogue.bnf.fr/ark:/12148/cb30409508c,,1705.0,Oxford,ENGLISH,1700-1724
1-6,,,Uppsala_1744,"Euclidis Elementa eller Grundeliga inledning til geometrien, til riksens ungdoms tienst på swenska språket utgifwen",Specified in source,1744,Uppsala,SWEDISH,Mårten Strömer,Gottfried Kiesewetter,,1.0,-,snippets found at https://auctionet.com/sv/814060-euclidis-elementa-eller-grundeliga-inledning-til-geometrien/images,,1744.0,Uppsala,SWEDISH,1725-1749
1-6,,,Halle_1758,"Euklid’s Geometrie, oder die sechs ersten Bücher der Elemente nebst dem eilften und zwölften aus dem Griechichen übersetz",Specified in source,1773,Halle,GERMAN,Johann Friedrich Lorenz,Weisenhaus,,1.0,-,"Copy Rights: only non commercial usage: https://www.deutsche-digitale-bibliothek.de/item/YOJ3OT4S4PNFYPV7VJXC6DRBF235UK2C (Version 1818, here Wiasenhaus is mentioned as publisher). ",,1773.0,Halle,GERMAN,1750-1774
1-6,,,Naples_1810,I primi sei libri degli elementi di Euclide,Specified in source,1810,Naples,ITALIAN,Vincenzo Flauti,Stamperia Reale,,1.0,-,1814 edition: https://books.google.com/books?id=eTsIET9bTioC,,1810.0,Naples,ITALIAN,1800-1824
1-6,,,HZ5UVJ,I primi sei libri degli elementi di Euclide,Specified in source,1814,Naples,ITALIAN,Vincenzo Flauti,Stamperia Reale,,1.0,,,,1814.0,Naples,ITALIAN,1800-1824
1-6,,,56DVN2,"Euklid’s Geometrie, oder die sechs ersten Bücher der Elemente nebst dem eilften und zwölften aus dem Griechichen übersetz",Specified in source,1818,"Halle, Berlin",GERMAN,Johann Friedrich Lorenz,Weisenhaus,,1.0,,,,1818.0,"Halle, Berlin",GERMAN,1800-1824
1-15,"Data, Phaenomena",,T4DFPF,Euclidis megarensis mathematici clarissimi Elementorum geometricorum libri XV ,Specified in source,1558,Basel,LATIN,Marinus Neapolitanus,"Johannes Herwagen, Bernhard Brand",2.0,1.0,,,True,1558.0,Basel,LATIN,1550-1574
1-15,,,GY5QLD,Euclidis Megarensis Mathematici Clarissimi Elementorum geometricorum Lib. XV,Specified in source,1537,Basel,LATIN,Bartolomeo Zamberti,Johann Herwagen,4.0,1.0,,,,1537.0,Basel,LATIN,1525-1549
